gene,temperature,Cp_kJ/mol/K,replicate
pplu,97.859693,-1.808263,0
pplu,97.893489,-1.845454,0
pplu,97.927034,-1.864634,0
pplu,97.960666,-1.940388,0
pplu,97.994569,-1.9571,0
pplu,98.028236,-2.050812,0
pplu,98.061579,-2.163562,0
pplu,98.095068,-2.171331,0
pplu,98.128799,-2.109115,0
pplu,98.162255,-2.16179,0
pplu,98.195625,-2.288029,0
pplu,98.229166,-2.260542,0
pplu,98.262398,-2.162419,0
pplu,98.295229,-2.239589,0
pplu,98.327949,-2.311851,0
pplu,98.361077,-2.270694,0
pplu,98.394166,-2.125929,0
pplu,98.426925,-2.089009,0
pplu,98.460224,-2.083666,0
pplu,98.493752,-1.880857,0
pplu,98.527211,-1.870228,0
pplu,98.560823,-1.936047,0
pplu,98.594281,-2.048082,0
pplu,98.62785,-2.022742,0
pplu,98.66164,-1.976972,0
pplu,98.695233,-2.096325,0
pplu,98.729158,-1.988632,0
pplu,98.762875,-1.856106,0
pplu,98.796501,-1.609979,0
pplu,98.830181,-1.565279,0
pplu,98.863478,-1.594923,0
pplu,98.896919,-1.498257,0
pplu,98.929999,-1.50623,0
pplu,98.963157,-1.54062,0
pplu,98.996387,-1.68589,0
pplu,99.029632,-1.726006,0
pplu,99.063078,-1.709525,0
pplu,99.096584,-1.673261,0
pplu,99.130273,-1.724307,0
pplu,99.163863,-1.7881,0
pplu,99.197349,-1.709714,0
pplu,99.230876,-1.662233,0
pplu,99.264241,-1.639226,0
pplu,99.297762,-1.703685,0
pplu,99.331498,-1.747309,0
pplu,99.364936,-1.722659,0
pplu,99.398509,-1.673977,0
pplu,99.432067,-1.59684,0
pplu,99.465497,-1.624602,0
pplu,99.498875,-1.572215,0
pplu,99.532311,-1.420959,0
pplu,99.565736,-1.286801,0
pplu,99.599178,-1.249249,0
pplu,99.632671,-1.274243,0
pplu,99.666377,-1.226768,0
pplu,99.699922,-1.241378,0
pplu,99.733264,-1.239815,0
pplu,99.766767,-1.152207,0
pplu,99.800272,-1.160916,0
pplu,99.833686,-1.19208,0
pplu,99.867214,-1.211333,0
pplu,99.900698,-1.147958,0
pplu,99.933998,-1.071988,0
pplu,99.967136,-1.081276,0
pplu,100.000182,-0.988066,0
pplu,100.033625,-0.865384,0
pplu,100.06684,-0.800306,0
pplu,100.100081,-0.790506,0
pplu,100.133464,-0.809527,0
pplu,100.167263,-0.928554,0
pplu,100.201091,-1.026205,0
pplu,100.234709,-0.950051,0
pplu,100.268282,-0.867567,0
pplu,100.302071,-0.945138,0
pplu,100.335921,-0.976453,0
pplu,100.3695,-0.92416,0
pplu,100.40319,-0.921721,0
pplu,100.436594,-0.968929,0
pplu,100.470431,-0.997555,0
pplu,100.503941,-0.86636,0
pplu,100.537241,-0.805108,0
pplu,100.570654,-0.803716,0
pplu,100.60429,-0.765979,0
pplu,100.637756,-0.771211,0
pplu,100.670827,-0.72292,0
pplu,100.704255,-0.649671,0
pplu,100.737687,-0.524847,0
pplu,100.771198,-0.452692,0
pplu,100.804571,-0.497139,0
pplu,100.838441,-0.505531,0
pplu,100.872285,-0.509538,0
pplu,100.905991,-0.599502,0
pplu,100.939812,-0.687769,0
pplu,100.973661,-0.713583,0
pplu,101.007388,-0.712937,0
pplu,101.040882,-0.68585,0
pplu,101.074358,-0.573841,0
pplu,101.107946,-0.432255,0
pplu,101.141427,-0.398132,0
pplu,101.174664,-0.292398,0
pplu,101.208149,-0.163007,0
pplu,101.241653,-0.001632,0
pplu,53.432363,0,1
pplu,53.465686,-0.137849,1
pplu,53.498894,-0.214206,1
pplu,53.532454,-0.307052,1
pplu,53.565859,-0.245001,1
pplu,53.599172,-0.231982,1
pplu,53.632517,-0.175364,1
pplu,53.666206,-0.134559,1
pplu,53.699933,-0.128614,1
pplu,53.73342,-0.101734,1
pplu,53.767098,-0.149465,1
pplu,53.800653,-0.105419,1
pplu,53.834209,-0.180514,1
pplu,53.867702,-0.199664,1
pplu,53.900836,-0.095336,1
pplu,53.934075,-0.073867,1
pplu,53.967218,-0.050976,1
pplu,54.000472,-0.063057,1
pplu,54.033896,0.033877,1
pplu,54.067271,0.052175,1
pplu,54.100835,-0.144218,1
pplu,54.134464,-0.179396,1
pplu,54.168203,-0.276916,1
pplu,54.201694,-0.237842,1
pplu,54.235039,-0.205034,1
pplu,54.268296,-0.113116,1
pplu,54.301689,-0.003437,1
pplu,54.334834,-0.0214,1
pplu,54.367879,0.061973,1
pplu,54.401147,0.098785,1
pplu,54.434504,0.107955,1
pplu,54.467991,0.11876,1
pplu,54.501494,0.055957,1
pplu,54.535029,-0.023217,1
pplu,54.56868,0.066003,1
pplu,54.602123,-0.000425,1
pplu,54.635544,0.004225,1
pplu,54.668711,-0.056278,1
pplu,54.701932,-0.010597,1
pplu,54.735067,0.144982,1
pplu,54.768229,0.133018,1
pplu,54.80149,0.258788,1
pplu,54.834693,0.203191,1
pplu,54.867753,0.155527,1
pplu,54.900456,0.204177,1
pplu,54.93327,0.186535,1
pplu,54.966145,0.104842,1
pplu,54.999239,-0.013862,1
pplu,55.032303,-0.061136,1
pplu,55.065533,0.006841,1
pplu,55.099077,0.053532,1
pplu,55.132744,0.12442,1
pplu,55.166065,0.110374,1
pplu,55.199269,0.034499,1
pplu,55.232505,0.128219,1
pplu,55.265702,0.074315,1
pplu,55.298926,-0.061343,1
pplu,55.3321,-0.148526,1
pplu,55.365436,-0.099179,1
pplu,55.398697,-0.05916,1
pplu,55.431938,-0.115076,1
pplu,55.465683,-0.067246,1
pplu,55.499008,0.008102,1
pplu,55.532551,-0.044213,1
pplu,55.565936,-0.03724,1
pplu,55.599606,-0.053052,1
pplu,55.633006,-0.151087,1
pplu,55.666298,-0.21273,1
pplu,55.699754,-0.249451,1
pplu,55.733123,-0.259195,1
pplu,55.766514,-0.384749,1
pplu,55.799756,-0.416665,1
pplu,55.833477,-0.350903,1
pplu,55.866953,-0.364172,1
pplu,55.900359,-0.365962,1
pplu,55.933634,-0.288926,1
pplu,55.967083,-0.180941,1
pplu,56.00046,-0.120099,1
pplu,56.033711,-0.078494,1
pplu,56.067059,0.052886,1
pplu,56.100384,0.233473,1
pplu,56.133685,0.284112,1
pplu,56.167115,0.262407,1
pplu,56.20056,0.385388,1
pplu,56.233913,0.52222,1
pplu,56.267209,0.435061,1
pplu,56.30062,0.248781,1
pplu,56.334108,0.06049,1
pplu,56.367552,0.066502,1
pplu,56.400937,-0.088329,1
pplu,56.434515,-0.083777,1
pplu,56.468033,0.019728,1
pplu,56.501565,0.098996,1
pplu,56.534767,0.100519,1
pplu,56.568018,-0.015613,1
pplu,56.601222,0.005737,1
pplu,56.634376,-0.071538,1
pplu,56.667574,-0.017772,1
pplu,56.700771,-0.035523,1
pplu,56.73422,0.068022,1
pplu,56.767635,0.179184,1
pplu,56.800957,0.19209,1
pplu,56.834097,0.157177,1
pplu,56.867312,0.156576,1
pplu,56.900765,0.213971,1
pplu,56.934021,0.237951,1
pplu,56.967426,0.236957,1
pplu,57.00087,0.255368,1
pplu,57.034348,0.313478,1
pplu,57.067867,0.176998,1
pplu,57.101294,0.060554,1
pplu,57.134565,0.053735,1
pplu,57.167875,-0.071134,1
pplu,57.20125,-0.157111,1
pplu,57.234629,-0.249629,1
pplu,57.268046,-0.256664,1
pplu,57.301407,-0.276274,1
pplu,57.334967,-0.369032,1
pplu,57.368579,-0.256854,1
pplu,57.402065,-0.319521,1
pplu,57.435507,-0.428499,1
pplu,57.469195,-0.495404,1
pplu,57.502733,-0.530572,1
pplu,57.536295,-0.502232,1
pplu,57.569616,-0.503583,1
pplu,57.602956,-0.316444,1
pplu,57.636467,-0.214848,1
pplu,57.669769,-0.231875,1
pplu,57.703052,-0.185587,1
pplu,57.736424,-0.135503,1
pplu,57.769724,-0.174861,1
pplu,57.803215,-0.350132,1
pplu,57.836702,-0.336525,1
pplu,57.869918,-0.14116,1
pplu,57.903225,-0.090962,1
pplu,57.936507,-0.162893,1
pplu,57.969897,-0.215255,1
pplu,58.003148,-0.146276,1
pplu,58.036408,-0.183856,1
pplu,58.069964,-0.26712,1
pplu,58.103648,-0.274692,1
pplu,58.137309,-0.193224,1
pplu,58.170806,-0.133295,1
pplu,58.203998,-0.08495,1
pplu,58.237361,-0.170741,1
pplu,58.27031,-0.277975,1
pplu,58.303295,-0.376104,1
pplu,58.336207,-0.423176,1
pplu,58.369381,-0.449194,1
pplu,58.402529,-0.517983,1
pplu,58.435705,-0.422724,1
pplu,58.469174,-0.386893,1
pplu,58.50235,-0.286238,1
pplu,58.535688,-0.379559,1
pplu,58.569034,-0.393448,1
pplu,58.602463,-0.303648,1
pplu,58.635891,-0.26547,1
pplu,58.669391,-0.236469,1
pplu,58.703193,-0.309092,1
pplu,58.736763,-0.21307,1
pplu,58.770242,-0.240432,1
pplu,58.804101,-0.350017,1
pplu,58.837648,-0.407822,1
pplu,58.871277,-0.507224,1
pplu,58.904431,-0.469967,1
pplu,58.937756,-0.455442,1
pplu,58.971043,-0.426996,1
pplu,59.004306,-0.335825,1
pplu,59.03757,-0.335172,1
pplu,59.070793,-0.262725,1
pplu,59.104221,-0.287166,1
pplu,59.137768,-0.309707,1
pplu,59.171171,-0.240546,1
pplu,59.204421,-0.231133,1
pplu,59.237873,-0.120601,1
pplu,59.270861,-0.054409,1
pplu,59.304207,0.008554,1
pplu,59.337321,0.018522,1
pplu,59.37039,0.080131,1
pplu,59.403888,-0.010165,1
pplu,59.437213,-0.154277,1
pplu,59.470699,-0.256221,1
pplu,59.504186,-0.347095,1
pplu,59.537616,-0.338246,1
pplu,59.571037,-0.442248,1
pplu,59.604336,-0.48237,1
pplu,59.637555,-0.540669,1
pplu,59.670928,-0.557959,1
pplu,59.704018,-0.507786,1
pplu,59.737268,-0.578536,1
pplu,59.770753,-0.559024,1
pplu,59.804175,-0.420692,1
pplu,59.83763,-0.328693,1
pplu,59.870696,-0.213569,1
pplu,59.903955,-0.206078,1
pplu,59.937244,-0.063493,1
pplu,59.970381,-0.05471,1
pplu,60.003435,-0.08998,1
pplu,60.036356,-0.071156,1
pplu,60.069581,-0.079726,1
pplu,60.102745,-0.054206,1
pplu,60.136111,-0.090158,1
pplu,60.169636,-0.132354,1
pplu,60.20314,-0.24404,1
pplu,60.236628,-0.22709,1
pplu,60.270439,-0.175985,1
pplu,60.303986,-0.174411,1
pplu,60.337333,-0.239561,1
pplu,60.370432,-0.267802,1
pplu,60.40353,-0.181543,1
pplu,60.436814,-0.136614,1
pplu,60.469897,-0.176243,1
pplu,60.503231,-0.236513,1
pplu,60.536562,-0.313745,1
pplu,60.570184,-0.277504,1
pplu,60.603536,-0.418902,1
pplu,60.637056,-0.48055,1
pplu,60.670609,-0.529998,1
pplu,60.70415,-0.535632,1
pplu,60.737652,-0.449624,1
pplu,60.770904,-0.465925,1
pplu,60.804651,-0.331271,1
pplu,60.838151,-0.279772,1
pplu,60.87177,-0.290513,1
pplu,60.905403,-0.213626,1
pplu,60.938882,-0.154283,1
pplu,60.972409,-0.086279,1
pplu,61.005589,-0.14106,1
pplu,61.038887,-0.17262,1
pplu,61.072069,-0.135327,1
pplu,61.105005,-0.217519,1
pplu,61.138459,-0.249426,1
pplu,61.171735,-0.26715,1
pplu,61.205111,-0.225806,1
pplu,61.238462,-0.311124,1
pplu,61.271781,-0.397044,1
pplu,61.305293,-0.441167,1
pplu,61.338439,-0.555372,1
pplu,61.371728,-0.62227,1
pplu,61.405151,-0.67184,1
pplu,61.438657,-0.710845,1
pplu,61.472054,-0.746302,1
pplu,61.505445,-0.690878,1
pplu,61.539024,-0.593215,1
pplu,61.572998,-0.671216,1
pplu,61.606819,-0.608847,1
pplu,61.640381,-0.556303,1
pplu,61.673908,-0.5558,1
pplu,61.70766,-0.63473,1
pplu,61.741218,-0.663849,1
pplu,61.774529,-0.684423,1
pplu,61.807635,-0.750789,1
pplu,61.841141,-0.664348,1
pplu,61.874684,-0.509729,1
pplu,61.907665,-0.413742,1
pplu,61.941005,-0.482643,1
pplu,61.974137,-0.442676,1
pplu,62.007612,-0.550623,1
pplu,62.04076,-0.706535,1
pplu,62.074117,-0.825926,1
pplu,62.107859,-0.857208,1
pplu,62.141057,-0.726413,1
pplu,62.17459,-0.656929,1
pplu,62.208092,-0.569249,1
pplu,62.241524,-0.506104,1
pplu,62.274647,-0.402292,1
pplu,62.307984,-0.282397,1
pplu,62.341478,-0.267951,1
pplu,62.375007,-0.337674,1
pplu,62.408404,-0.282829,1
pplu,62.441789,-0.283718,1
pplu,62.4754,-0.351718,1
pplu,62.509126,-0.531465,1
pplu,62.542844,-0.602978,1
pplu,62.576056,-0.377049,1
pplu,62.609485,-0.315136,1
pplu,62.643013,-0.258083,1
pplu,62.676816,-0.276891,1
pplu,62.710131,-0.16343,1
pplu,62.743492,-0.161101,1
pplu,62.777181,-0.349831,1
pplu,62.810801,-0.432133,1
pplu,62.844456,-0.443087,1
pplu,62.877691,-0.306478,1
pplu,62.91108,-0.323778,1
pplu,62.944406,-0.393088,1
pplu,62.977689,-0.323988,1
pplu,63.011106,-0.228532,1
pplu,63.044409,-0.243365,1
pplu,63.07797,-0.366953,1
pplu,63.111316,-0.357529,1
pplu,63.144748,-0.242767,1
pplu,63.177918,-0.185254,1
pplu,63.210849,-0.233509,1
pplu,63.243931,-0.188,1
pplu,63.276997,-0.118024,1
pplu,63.310264,-0.130162,1
pplu,63.343535,-0.167335,1
pplu,63.376944,-0.302684,1
pplu,63.410475,-0.316569,1
pplu,63.443922,-0.348759,1
pplu,63.47728,-0.377798,1
pplu,63.510556,-0.376547,1
pplu,63.543701,-0.432609,1
pplu,63.577098,-0.390989,1
pplu,63.610207,-0.305435,1
pplu,63.643428,-0.198356,1
pplu,63.676752,-0.279415,1
pplu,63.710034,-0.36246,1
pplu,63.743464,-0.327906,1
pplu,63.77684,-0.287579,1
pplu,63.810353,-0.332352,1
pplu,63.843984,-0.403703,1
pplu,63.877307,-0.390454,1
pplu,63.910865,-0.366097,1
pplu,63.944249,-0.33851,1
pplu,63.977505,-0.267618,1
pplu,64.01089,-0.264913,1
pplu,64.044045,-0.345484,1
pplu,64.077459,-0.381774,1
pplu,64.110963,-0.369133,1
pplu,64.144537,-0.32706,1
pplu,64.177994,-0.395847,1
pplu,64.21146,-0.413104,1
pplu,64.245114,-0.352165,1
pplu,64.278592,-0.287189,1
pplu,64.311927,-0.289708,1
pplu,64.345346,-0.374734,1
pplu,64.379048,-0.467356,1
pplu,64.412647,-0.366837,1
pplu,64.446062,-0.32744,1
pplu,64.479722,-0.253577,1
pplu,64.513246,-0.303483,1
pplu,64.54676,-0.247777,1
pplu,64.580017,-0.262767,1
pplu,64.613382,-0.355583,1
pplu,64.646709,-0.355932,1
pplu,64.680011,-0.36393,1
pplu,64.713394,-0.273748,1
pplu,64.74675,-0.4095,1
pplu,64.780239,-0.331785,1
pplu,64.813669,-0.306273,1
pplu,64.846867,-0.40238,1
pplu,64.879863,-0.446828,1
pplu,64.912911,-0.609895,1
pplu,64.946023,-0.528647,1
pplu,64.979025,-0.607222,1
pplu,65.011862,-0.691136,1
pplu,65.045231,-0.688383,1
pplu,65.078599,-0.801436,1
pplu,65.111687,-0.713512,1
pplu,65.144861,-0.722126,1
pplu,65.17816,-0.627118,1
pplu,65.211861,-0.640174,1
pplu,65.245286,-0.522909,1
pplu,65.278598,-0.42184,1
pplu,65.312315,-0.444472,1
pplu,65.345784,-0.456135,1
pplu,65.379246,-0.569867,1
pplu,65.412652,-0.578798,1
pplu,65.445951,-0.677199,1
pplu,65.479406,-0.717965,1
pplu,65.51278,-0.709216,1
pplu,65.546312,-0.736734,1
pplu,65.579799,-0.645832,1
pplu,65.612719,-0.639941,1
pplu,65.646014,-0.586713,1
pplu,65.679286,-0.453951,1
pplu,65.712475,-0.346096,1
pplu,65.745692,-0.339613,1
pplu,65.77901,-0.383126,1
pplu,65.812595,-0.295694,1
pplu,65.845937,-0.349905,1
pplu,65.879412,-0.480061,1
pplu,65.912698,-0.602272,1
pplu,65.946084,-0.501046,1
pplu,65.97933,-0.350014,1
pplu,66.012556,-0.355274,1
pplu,66.045949,-0.322872,1
pplu,66.079286,-0.19292,1
pplu,66.112745,-0.263444,1
pplu,66.145842,-0.376477,1
pplu,66.17909,-0.519845,1
pplu,66.21243,-0.59737,1
pplu,66.245703,-0.622549,1
pplu,66.27893,-0.766284,1
pplu,66.312233,-0.607662,1
pplu,66.34556,-0.53008,1
pplu,66.379198,-0.514326,1
pplu,66.41257,-0.525672,1
pplu,66.445994,-0.541228,1
pplu,66.479413,-0.548203,1
pplu,66.512597,-0.606937,1
pplu,66.545884,-0.650503,1
pplu,66.57879,-0.642281,1
pplu,66.612021,-0.606018,1
pplu,66.645208,-0.553229,1
pplu,66.678538,-0.508023,1
pplu,66.712012,-0.464421,1
pplu,66.745612,-0.537823,1
pplu,66.77921,-0.655625,1
pplu,66.812588,-0.669821,1
pplu,66.846192,-0.845609,1
pplu,66.879715,-0.885752,1
pplu,66.91314,-0.850717,1
pplu,66.946366,-0.780731,1
pplu,66.979772,-0.775112,1
pplu,67.013328,-0.826939,1
pplu,67.046532,-0.783575,1
pplu,67.079748,-0.766322,1
pplu,67.113227,-0.772475,1
pplu,67.146795,-0.799179,1
pplu,67.179989,-0.776071,1
pplu,67.213308,-0.752154,1
pplu,67.246612,-0.607715,1
pplu,67.279891,-0.612689,1
pplu,67.313069,-0.718902,1
pplu,67.346362,-0.699938,1
pplu,67.379861,-0.618773,1
pplu,67.413265,-0.650465,1
pplu,67.447065,-0.682541,1
pplu,67.480501,-0.59964,1
pplu,67.513946,-0.538263,1
pplu,67.547311,-0.446443,1
pplu,67.580906,-0.484727,1
pplu,67.614331,-0.458857,1
pplu,67.647588,-0.368061,1
pplu,67.680968,-0.389429,1
pplu,67.714346,-0.324628,1
pplu,67.747924,-0.294331,1
pplu,67.781337,-0.231271,1
pplu,67.814752,-0.137305,1
pplu,67.848163,-0.156486,1
pplu,67.881892,-0.173704,1
pplu,67.915512,-0.339544,1
pplu,67.948937,-0.514133,1
pplu,67.98228,-0.661919,1
pplu,68.015571,-0.807809,1
pplu,68.048803,-0.934067,1
pplu,68.081917,-0.92736,1
pplu,68.115112,-0.862366,1
pplu,68.148383,-0.706577,1
pplu,68.181115,-0.568721,1
pplu,68.214134,-0.380568,1
pplu,68.247291,-0.210438,1
pplu,68.280587,-0.19058,1
pplu,68.313694,-0.181912,1
pplu,68.34681,-0.304122,1
pplu,68.38032,-0.379741,1
pplu,68.413694,-0.444882,1
pplu,68.446675,-0.622123,1
pplu,68.479723,-0.693681,1
pplu,68.512955,-0.713427,1
pplu,68.546159,-0.702141,1
pplu,68.579666,-0.627584,1
pplu,68.613121,-0.622605,1
pplu,68.646729,-0.628926,1
pplu,68.680045,-0.673084,1
pplu,68.713483,-0.6637,1
pplu,68.746665,-0.540721,1
pplu,68.779816,-0.452887,1
pplu,68.813014,-0.468703,1
pplu,68.846559,-0.42924,1
pplu,68.880049,-0.354592,1
pplu,68.913586,-0.332314,1
pplu,68.947063,-0.400967,1
pplu,68.98042,-0.562795,1
pplu,69.013588,-0.630795,1
pplu,69.046796,-0.637826,1
pplu,69.080325,-0.597341,1
pplu,69.113547,-0.602541,1
pplu,69.14713,-0.611192,1
pplu,69.180742,-0.522667,1
pplu,69.21445,-0.464746,1
pplu,69.248001,-0.428396,1
pplu,69.281188,-0.444465,1
pplu,69.314556,-0.434587,1
pplu,69.347872,-0.437269,1
pplu,69.381029,-0.518288,1
pplu,69.414289,-0.510375,1
pplu,69.447402,-0.475485,1
pplu,69.480592,-0.526737,1
pplu,69.513738,-0.618022,1
pplu,69.546835,-0.700292,1
pplu,69.580068,-0.723034,1
pplu,69.613578,-0.789166,1
pplu,69.646866,-0.78893,1
pplu,69.680424,-0.745703,1
pplu,69.713771,-0.62727,1
pplu,69.747426,-0.562641,1
pplu,69.780855,-0.531469,1
pplu,69.814203,-0.539964,1
pplu,69.847352,-0.548036,1
pplu,69.880407,-0.593772,1
pplu,69.913537,-0.629409,1
pplu,69.946511,-0.618389,1
pplu,69.979757,-0.554865,1
pplu,70.012662,-0.435572,1
pplu,70.046205,-0.500076,1
pplu,70.079489,-0.393718,1
pplu,70.112902,-0.335858,1
pplu,70.146297,-0.354227,1
pplu,70.179772,-0.401569,1
pplu,70.213365,-0.43586,1
pplu,70.24668,-0.393189,1
pplu,70.280147,-0.544779,1
pplu,70.313781,-0.563746,1
pplu,70.347522,-0.469411,1
pplu,70.380736,-0.444239,1
pplu,70.413974,-0.486879,1
pplu,70.447315,-0.522908,1
pplu,70.480646,-0.480665,1
pplu,70.513994,-0.481121,1
pplu,70.547263,-0.501461,1
pplu,70.580851,-0.467383,1
pplu,70.614659,-0.433641,1
pplu,70.648099,-0.396608,1
pplu,70.681856,-0.322885,1
pplu,70.715628,-0.393328,1
pplu,70.749056,-0.520309,1
pplu,70.782627,-0.611831,1
pplu,70.816016,-0.622051,1
pplu,70.849628,-0.61451,1
pplu,70.883063,-0.666274,1
pplu,70.916082,-0.668199,1
pplu,70.949541,-0.561289,1
pplu,70.982975,-0.493044,1
pplu,71.016327,-0.481109,1
pplu,71.049918,-0.462786,1
pplu,71.083623,-0.427769,1
pplu,71.117587,-0.249633,1
pplu,71.151287,-0.319976,1
pplu,71.184723,-0.348535,1
pplu,71.218436,-0.298824,1
pplu,71.252065,-0.265498,1
pplu,71.28542,-0.222138,1
pplu,71.318582,-0.289739,1
pplu,71.351867,-0.239636,1
pplu,71.385303,-0.19404,1
pplu,71.418536,-0.322418,1
pplu,71.451818,-0.386683,1
pplu,71.485013,-0.402286,1
pplu,71.518286,-0.423132,1
pplu,71.551203,-0.445779,1
pplu,71.584237,-0.428368,1
pplu,71.617358,-0.421287,1
pplu,71.650287,-0.526015,1
pplu,71.683485,-0.603602,1
pplu,71.716855,-0.658593,1
pplu,71.750239,-0.754081,1
pplu,71.783572,-0.8034,1
pplu,71.817015,-0.724369,1
pplu,71.850462,-0.658876,1
pplu,71.883705,-0.697362,1
pplu,71.916777,-0.638536,1
pplu,71.950366,-0.503714,1
pplu,71.983945,-0.458876,1
pplu,72.017315,-0.421033,1
pplu,72.050593,-0.330971,1
pplu,72.083992,-0.309777,1
pplu,72.117557,-0.373471,1
pplu,72.150825,-0.496023,1
pplu,72.183954,-0.62529,1
pplu,72.217377,-0.703342,1
pplu,72.250841,-0.703012,1
pplu,72.284569,-0.567222,1
pplu,72.317996,-0.515736,1
pplu,72.351804,-0.396617,1
pplu,72.385591,-0.314932,1
pplu,72.418969,-0.312198,1
pplu,72.45272,-0.398803,1
pplu,72.485847,-0.537344,1
pplu,72.519181,-0.572225,1
pplu,72.55236,-0.623408,1
pplu,72.585457,-0.597206,1
pplu,72.618841,-0.529374,1
pplu,72.652008,-0.464116,1
pplu,72.685471,-0.33766,1
pplu,72.718918,-0.293405,1
pplu,72.75222,-0.276275,1
pplu,72.785697,-0.335928,1
pplu,72.819084,-0.433483,1
pplu,72.85259,-0.434695,1
pplu,72.886109,-0.523485,1
pplu,72.919601,-0.517488,1
pplu,72.953075,-0.503998,1
pplu,72.986606,-0.496906,1
pplu,73.020019,-0.498273,1
pplu,73.053174,-0.534002,1
pplu,73.086408,-0.497266,1
pplu,73.119659,-0.553312,1
pplu,73.152472,-0.628272,1
pplu,73.185378,-0.577811,1
pplu,73.218263,-0.518655,1
pplu,73.251332,-0.46379,1
pplu,73.284236,-0.490007,1
pplu,73.317216,-0.443505,1
pplu,73.350603,-0.252478,1
pplu,73.384049,-0.176026,1
pplu,73.417573,-0.168252,1
pplu,73.45098,-0.127849,1
pplu,73.484488,-0.117978,1
pplu,73.517878,-0.124575,1
pplu,73.551349,-0.214369,1
pplu,73.584852,-0.284402,1
pplu,73.618322,-0.278163,1
pplu,73.651735,-0.355291,1
pplu,73.685148,-0.326688,1
pplu,73.718742,-0.315688,1
pplu,73.752139,-0.346694,1
pplu,73.785421,-0.364954,1
pplu,73.818738,-0.392502,1
pplu,73.852006,-0.350497,1
pplu,73.885384,-0.355639,1
pplu,73.918702,-0.281726,1
pplu,73.951996,-0.23878,1
pplu,73.985415,-0.250782,1
pplu,74.018914,-0.230149,1
pplu,74.052486,-0.334944,1
pplu,74.085953,-0.375412,1
pplu,74.119234,-0.490479,1
pplu,74.152876,-0.526689,1
pplu,74.186436,-0.533421,1
pplu,74.219964,-0.587068,1
pplu,74.253246,-0.470728,1
pplu,74.286878,-0.392898,1
pplu,74.320498,-0.296857,1
pplu,74.35377,-0.290674,1
pplu,74.387268,-0.309244,1
pplu,74.420565,-0.294641,1
pplu,74.454472,-0.318302,1
pplu,74.487835,-0.357848,1
pplu,74.521218,-0.374627,1
pplu,74.554809,-0.482655,1
pplu,74.587949,-0.395104,1
pplu,74.62131,-0.39484,1
pplu,74.654404,-0.459779,1
pplu,74.687713,-0.495002,1
pplu,74.721101,-0.604989,1
pplu,74.754537,-0.530016,1
pplu,74.788005,-0.454415,1
pplu,74.821324,-0.418004,1
pplu,74.854327,-0.420954,1
pplu,74.887417,-0.446569,1
pplu,74.920395,-0.390158,1
pplu,74.95317,-0.424286,1
pplu,74.986272,-0.587736,1
pplu,75.01928,-0.6055,1
pplu,75.052301,-0.66052,1
pplu,75.085439,-0.64821,1
pplu,75.11857,-0.65455,1
pplu,75.151718,-0.590267,1
pplu,75.184798,-0.618023,1
pplu,75.218031,-0.630147,1
pplu,75.251625,-0.580018,1
pplu,75.28501,-0.599116,1
pplu,75.318428,-0.634459,1
pplu,75.35198,-0.537954,1
pplu,75.385373,-0.382914,1
pplu,75.41897,-0.293025,1
pplu,75.452369,-0.289154,1
pplu,75.485962,-0.259391,1
pplu,75.519715,-0.167841,1
pplu,75.553506,-0.155835,1
pplu,75.587251,-0.165908,1
pplu,75.620673,-0.167548,1
pplu,75.654157,-0.136483,1
pplu,75.687572,-0.195564,1
pplu,75.721058,-0.345719,1
pplu,75.754484,-0.451377,1
pplu,75.787727,-0.537286,1
pplu,75.821004,-0.550937,1
pplu,75.854585,-0.462287,1
pplu,75.888134,-0.402126,1
pplu,75.921483,-0.456261,1
pplu,75.954788,-0.495756,1
pplu,75.988414,-0.437621,1
pplu,76.022352,-0.471105,1
pplu,76.05607,-0.534234,1
pplu,76.089526,-0.48961,1
pplu,76.123322,-0.397587,1
pplu,76.156988,-0.268494,1
pplu,76.190468,-0.22933,1
pplu,76.223946,-0.305011,1
pplu,76.257391,-0.395989,1
pplu,76.290853,-0.496005,1
pplu,76.324032,-0.42153,1
pplu,76.357242,-0.571031,1
pplu,76.390388,-0.65353,1
pplu,76.423361,-0.537953,1
pplu,76.456313,-0.498406,1
pplu,76.489379,-0.327302,1
pplu,76.522193,-0.28833,1
pplu,76.555287,-0.240347,1
pplu,76.588543,-0.224084,1
pplu,76.621821,-0.157432,1
pplu,76.654916,-0.078355,1
pplu,76.688007,-0.137336,1
pplu,76.721209,-0.09465,1
pplu,76.754388,0,1
pplu,76.787625,0.021628,1
pplu,76.820777,-0.102912,1
pplu,76.854096,-0.098766,1
pplu,76.88725,-0.133505,1
pplu,76.920618,-0.186343,1
pplu,76.953992,-0.16535,1
pplu,76.987377,-0.067851,1
pplu,77.020818,-0.082719,1
pplu,77.054205,-0.167155,1
pplu,77.087905,-0.188308,1
pplu,77.121647,-0.192952,1
pplu,77.155267,-0.277315,1
pplu,77.18878,-0.374719,1
pplu,77.222118,-0.374115,1
pplu,77.255647,-0.288947,1
pplu,77.288995,-0.130804,1
pplu,77.322408,0.073658,1
pplu,77.355765,0.254766,1
pplu,77.389148,0.414152,1
pplu,77.422694,0.509236,1
pplu,77.45624,0.477027,1
pplu,77.489706,0.382372,1
pplu,77.523105,0.133015,1
pplu,77.556451,0.037925,1
