gene,temperature,Cp_kJ/mol/K,replicate
pplu,93.071794,0.241683,1
pplu,93.105472,0.201764,1
pplu,93.139156,0.146673,1
pplu,93.172635,0.13699,1
pplu,93.206008,0.037392,1
pplu,93.239132,-0.058409,1
pplu,93.272337,0.02957,1
pplu,93.305306,-0.001761,1
pplu,93.33808,0.061814,1
pplu,93.370887,0.0505,1
pplu,93.403831,0.174175,1
pplu,93.437023,0.182231,1
pplu,93.470367,0.172721,1
pplu,93.503687,0.176878,1
pplu,93.537149,0.11496,1
pplu,93.570531,0.093852,1
pplu,93.604054,-0.04453,1
pplu,93.637742,-0.112936,1
pplu,93.671254,-0.254254,1
pplu,93.70466,-0.227631,1
pplu,93.738102,-0.278314,1
pplu,93.771546,-0.257876,1
pplu,93.804525,-0.158793,1
pplu,93.837435,-0.03671,1
pplu,93.87032,0.11668,1
pplu,93.903451,0.19842,1
pplu,93.936638,0.17773,1
pplu,93.969984,0.161541,1
pplu,94.003719,0.052635,1
pplu,94.037343,0.036684,1
pplu,94.070995,0.006322,1
pplu,94.104716,-0.035464,1
pplu,94.138466,0.026036,1
pplu,94.17187,0.085126,1
pplu,94.20521,0.213659,1
pplu,94.238842,0.181861,1
pplu,94.272514,0.22285,1
pplu,94.305879,0.216793,1
pplu,94.339231,0.200789,1
pplu,94.372929,0.216457,1
pplu,94.406571,0.313786,1
pplu,94.439995,0.243551,1
pplu,94.473248,0.156435,1
pplu,94.506691,0.078981,1
pplu,94.540174,0.085615,1
pplu,94.573435,0.033118,1
pplu,94.606772,-0.111755,1
pplu,94.639956,0.063727,1
pplu,94.673257,0.127712,1
pplu,94.706636,0.158376,1
pplu,94.739876,0.234293,1
pplu,94.77345,0.250675,1
pplu,94.806925,0.291586,1
pplu,94.84054,0.124099,1
pplu,94.873988,0.058393,1
pplu,94.907087,0.066656,1
pplu,94.940048,-0.025774,1
pplu,94.972947,-0.085068,1
pplu,95.00578,-0.166484,1
pplu,95.038326,-0.098626,1
pplu,95.071291,-0.042901,1
pplu,95.10464,-0.070988,1
pplu,95.138045,-0.060837,1
pplu,95.171488,-0.047277,1
pplu,95.205024,-0.031209,1
pplu,95.238706,-0.032538,1
pplu,95.272033,-0.000508,1
pplu,95.305408,0.070463,1
pplu,95.338825,0.139999,1
pplu,95.372206,0.069326,1
pplu,95.405448,0.105404,1
pplu,95.438797,0.066691,1
pplu,95.47213,-0.029601,1
pplu,95.505276,-0.095285,1
pplu,95.538383,-0.208315,1
pplu,95.571438,-0.1777,1
pplu,95.604699,-0.126895,1
pplu,95.638091,-0.082751,1
pplu,95.67156,0.028786,1
pplu,95.705132,0.061793,1
pplu,95.738856,0.110449,1
pplu,95.77242,0.143995,1
pplu,95.806118,0.120986,1
pplu,95.839689,0.115571,1
pplu,95.873397,0.158072,1
pplu,95.906912,0.194145,1
pplu,95.940444,0.208856,1
pplu,95.973958,0.271872,1
pplu,96.007401,0.248921,1
pplu,96.040708,0.219806,1
pplu,96.074134,0.172014,1
pplu,96.107439,0.134014,1
pplu,96.140576,0.15791,1
pplu,96.174057,0.193545,1
pplu,96.207164,0.148487,1
pplu,96.240613,0.136499,1
pplu,96.273763,0.145879,1
pplu,96.307305,0.148976,1
pplu,96.340742,0.101713,1
pplu,96.373949,-0.003483,1
pplu,96.407586,0.052528,1
pplu,96.440956,0.115787,1
pplu,96.474418,0.070296,1
pplu,96.507667,0.085523,1
pplu,96.54117,0.148473,1
pplu,96.574495,0.125319,1
pplu,96.607353,0.098299,1
pplu,96.64041,0.09179,1
pplu,96.673503,0.038977,1
pplu,96.706443,-0.042394,1
pplu,96.739394,-0.051342,1
pplu,96.772382,0.090113,1
pplu,96.806001,0.216312,1
pplu,96.839428,0.293876,1
pplu,96.872805,0.38172,1
pplu,96.906455,0.363118,1
pplu,96.939734,0.354859,1
pplu,96.973428,0.346649,1
pplu,97.006793,0.267084,1
pplu,97.040424,0.207429,1
pplu,97.073626,0.113715,1
pplu,97.10699,0.179117,1
pplu,97.14061,0.147046,1
pplu,97.174041,0.027925,1
pplu,97.207499,0.029019,1
pplu,97.24067,-0.024505,1
pplu,97.27422,0.057471,1
pplu,97.307529,0.119608,1
pplu,97.340717,0.172532,1
pplu,97.373967,0.154047,1
pplu,97.407358,0.196072,1
pplu,97.440708,0.3045,1
pplu,97.47421,0.333454,1
pplu,97.507826,0.302627,1
pplu,97.54147,0.239652,1
pplu,97.574892,0.279781,1
pplu,97.608285,0.218472,1
pplu,97.641768,0.160304,1
pplu,97.675112,0.208227,1
pplu,97.708242,0.21145,1
pplu,97.74163,0.303975,1
pplu,97.775031,0.43102,1
pplu,97.808254,0.460956,1
pplu,97.84149,0.425973,1
pplu,97.874697,0.258987,1
pplu,97.90812,0.284527,1
pplu,97.941484,0.313134,1
pplu,97.975019,0.293268,1
pplu,98.008475,0.331322,1
pplu,98.041908,0.394545,1
pplu,98.075333,0.506916,1
pplu,98.10874,0.479468,1
pplu,98.142055,0.345391,1
pplu,98.17542,0.187568,1
pplu,98.208732,0.071054,1
pplu,98.242051,0.019241,1
pplu,98.274898,-0.001205,1
pplu,98.307679,0.010685,1
pplu,98.340557,0.163204,1
pplu,98.373255,0.309247,1
pplu,98.405912,0.366584,1
pplu,98.438836,0.363943,1
pplu,98.472225,0.397725,1
pplu,98.505769,0.48675,1
pplu,98.539009,0.486782,1
pplu,98.572274,0.458565,1
pplu,98.605524,0.4228,1
pplu,98.638826,0.494406,1
pplu,98.672315,0.489296,1
pplu,98.70578,0.396065,1
pplu,98.739377,0.369365,1
pplu,98.773001,0.433408,1
pplu,98.806699,0.556959,1
pplu,98.840437,0.44559,1
pplu,98.873814,0.376757,1
pplu,98.907237,0.47385,1
pplu,98.94089,0.424429,1
pplu,98.974323,0.34234,1
pplu,99.007941,0.177173,1
pplu,99.041387,0.109644,1
pplu,99.075059,0.19026,1
pplu,99.108612,0.170151,1
pplu,99.142006,0.153482,1
pplu,99.175479,0.224767,1
pplu,99.209169,0.410859,1
pplu,99.242429,0.57456,1
pplu,99.276027,0.565749,1
pplu,99.309619,0.430572,1
pplu,99.343123,0.376863,1
pplu,99.376697,0.297142,1
pplu,99.409886,0.335274,1
pplu,99.443496,0.410727,1
pplu,99.476912,0.414042,1
pplu,99.51018,0.4735,1
pplu,99.54354,0.47095,1
pplu,99.576995,0.47537,1
pplu,99.610573,0.3908,1
pplu,99.643915,0.285586,1
pplu,99.677107,0.23754,1
pplu,99.710408,0.25488,1
pplu,99.743733,0.363142,1
pplu,99.777093,0.393922,1
pplu,99.81041,0.369981,1
pplu,99.843782,0.342641,1
pplu,99.877146,0.325001,1
pplu,99.910789,0.294396,1
pplu,99.943926,0.237506,1
pplu,99.977123,0.207127,1
pplu,100.010109,0.229308,1
pplu,100.043292,0.249317,1
pplu,100.076351,0.188363,1
pplu,100.109278,0.115642,1
pplu,100.142407,0.005699,1
pplu,100.175535,-0.086696,1
pplu,100.208805,-0.211274,1
pplu,100.241848,-0.287871,1
pplu,100.275011,-0.250126,1
pplu,100.30828,-0.2225,1
pplu,100.341782,-0.182609,1
pplu,100.375325,-0.269951,1
pplu,100.409262,-0.290238,1
pplu,100.443262,-0.154053,1
pplu,100.477136,-0.180585,1
pplu,100.510878,-0.175198,1
pplu,100.544749,-0.144223,1
pplu,100.578228,-0.061806,1
pplu,100.611538,0.002278,1
pplu,100.644869,-0.149875,1
pplu,100.678544,-0.155714,1
pplu,100.711983,-0.229327,1
pplu,100.745402,-0.280625,1
pplu,100.779017,-0.294004,1
pplu,100.812658,-0.380802,1
pplu,100.846134,-0.369482,1
pplu,100.879547,-0.316453,1
pplu,100.912977,-0.197325,1
pplu,100.946313,-0.067883,1
pplu,100.979797,0.047286,1
pplu,101.012872,0.100915,1
pplu,101.046259,0.13289,1
pplu,101.079483,0.17644,1
pplu,101.112759,0.098413,1
pplu,101.146096,-0.057039,1
pplu,101.179282,0.008128,1
pplu,101.212795,0.112647,1
pplu,101.246313,0.220338,1
pplu,101.279765,0.217763,1
pplu,101.313121,0.265885,1
pplu,101.346506,0.404803,1
pplu,101.379998,0.253982,1
pplu,101.413298,0.141158,1
pplu,101.446926,-0.010243,1
pplu,101.480251,-0.190896,1
pplu,101.513884,-0.17617,1
pplu,101.547454,-0.146973,1
pplu,101.580954,-0.073863,1
pplu,101.614406,-0.033399,1
pplu,101.646904,0.074741,1
pplu,101.679757,0.208941,1
pplu,101.712493,0.219072,1
pplu,101.745349,0.197783,1
pplu,101.778304,0.259838,1
pplu,101.811479,0.323792,1
pplu,101.845045,0.298567,1
pplu,101.878539,0.332148,1
pplu,101.912095,0.317383,1
pplu,101.945474,0.331826,1
pplu,101.978575,0.239395,1
pplu,102.011663,0.119945,1
pplu,102.044726,0.037528,1
pplu,102.077867,0.007725,1
pplu,102.110899,0.058476,1
pplu,102.14399,-0.041417,1
pplu,102.177363,-0.066126,1
pplu,102.210912,-0.027082,1
pplu,102.244298,0.01318,1
pplu,102.277817,-0.035919,1
pplu,102.311266,-0.092829,1
pplu,102.344876,-0.007011,1
pplu,102.378557,0.100586,1
pplu,102.411695,0.164046,1
pplu,102.445146,0.22374,1
pplu,102.478836,0.33426,1
pplu,102.512299,0.414995,1
pplu,102.54574,0.467068,1
pplu,102.578824,0.404763,1
pplu,102.612641,0.317505,1
pplu,102.646315,0.325703,1
pplu,102.679677,0.294251,1
pplu,102.71319,0.238492,1
pplu,102.74656,0.173743,1
pplu,102.780142,0.043863,1
pplu,102.813285,0.05482,1
pplu,102.84643,0.04836,1
pplu,102.879483,0.077103,1
pplu,102.912848,0.116113,1
pplu,102.9463,0.163523,1
pplu,102.97948,0.295517,1
pplu,103.012784,0.318868,1
pplu,103.046324,0.325607,1
pplu,103.07997,0.244053,1
pplu,103.113584,0.103109,1
amac,48.610179,0,0
amac,48.643008,-0.110919,0
amac,48.676197,-0.023314,0
amac,48.709148,0.109907,0
amac,48.742321,0.116778,0
amac,48.77584,0.107253,0
amac,48.809355,0.114631,0
amac,48.842932,0.230289,0
amac,48.8761,0.249545,0
amac,48.909519,0.281365,0
amac,48.942753,0.33074,0
amac,48.976058,0.260223,0
amac,49.009223,0.184352,0
amac,49.042621,0.138448,0
amac,49.076197,0.04567,0
amac,49.109667,0.002781,0
amac,49.143235,0.017304,0
amac,49.176671,0.030996,0
amac,49.210265,0.104904,0
amac,49.243573,0.136977,0
amac,49.276883,0.244722,0
amac,49.31043,0.2806,0
amac,49.343941,0.279965,0
amac,49.377493,0.393105,0
amac,49.410776,0.47135,0
amac,49.444247,0.549241,0
amac,49.477735,0.574955,0
amac,49.510726,0.605432,0
amac,49.543929,0.563453,0
amac,49.577169,0.395439,0
amac,49.610636,0.262279,0
amac,49.644057,0.213019,0
amac,49.67738,0.125726,0
amac,49.711139,0.065499,0
amac,49.744565,0.122023,0
amac,49.77802,0.176087,0
amac,49.811346,0.168601,0
amac,49.8448,0.104707,0
amac,49.878404,0.171923,0
amac,49.911413,0.158135,0
amac,49.944557,0.148383,0
amac,49.977732,0.113641,0
amac,50.010978,0.11105,0
amac,50.044068,0.171185,0
amac,50.077165,0.165372,0
amac,50.11077,0.140565,0
amac,50.144296,0.125479,0
amac,50.177776,0.116588,0
amac,50.211319,0.088993,0
amac,50.244814,0.119608,0
amac,50.278137,0.099439,0
amac,50.311351,0.155495,0
amac,50.344513,0.075839,0
amac,50.37774,0.25149,0
amac,50.411024,0.446484,0
amac,50.444522,0.403856,0
amac,50.477985,0.282777,0
amac,50.511457,0.159037,0
amac,50.544927,0.159174,0
amac,50.578469,0.012144,0
amac,50.611825,-0.084867,0
amac,50.645008,-0.156611,0
amac,50.678182,-0.07703,0
amac,50.711443,0.000436,0
amac,50.745104,0.048553,0
amac,50.778602,0.071285,0
amac,50.812073,0.037338,0
amac,50.845607,0.032734,0
amac,50.879432,0.114449,0
amac,50.913071,0.175434,0
amac,50.946292,0.120064,0
amac,50.979715,0.133222,0
amac,51.013207,0.207463,0
amac,51.046403,0.237061,0
amac,51.079596,0.213317,0
amac,51.112945,0.194612,0
amac,51.146631,0.222075,0
amac,51.17995,0.113106,0
amac,51.213348,0.081557,0
amac,51.247042,0.175169,0
amac,51.280472,0.149274,0
amac,51.313698,0.123725,0
amac,51.34682,0.099338,0
amac,51.380409,0.264191,0
amac,51.413915,0.311647,0
amac,51.447094,0.277655,0
amac,51.4805,0.246694,0
amac,51.514015,0.190111,0
amac,51.547372,0.23799,0
amac,51.580069,0.19593,0
amac,51.612863,0.186593,0
amac,51.645996,0.277238,0
amac,51.678917,0.363501,0
amac,51.712036,0.489555,0
amac,51.745105,0.522061,0
amac,51.77835,0.581938,0
amac,51.811756,0.581395,0
amac,51.84496,0.375761,0
amac,51.878412,0.27169,0
amac,51.911615,0.226764,0
amac,51.944986,0.244153,0
amac,51.978437,0.268414,0
amac,52.011815,0.20983,0
amac,52.045495,0.306984,0
amac,52.078783,0.313779,0
amac,52.112343,0.387705,0
amac,52.14569,0.439738,0
amac,52.17894,0.287173,0
amac,52.212185,0.259744,0
amac,52.245248,0.230731,0
amac,52.278736,0.181604,0
amac,52.31203,0.092833,0
amac,52.345483,0.028463,0
amac,52.379063,0.138626,0
amac,52.412657,0.10673,0
amac,52.446192,0.08601,0
amac,52.47979,0.146257,0
amac,52.513053,0.140801,0
amac,52.54655,0.084328,0
amac,52.580312,0.107185,0
amac,52.613827,0.190796,0
amac,52.647419,0.225248,0
amac,52.680843,0.319137,0
amac,52.714437,0.376294,0
amac,52.748012,0.420478,0
amac,52.781448,0.271019,0
amac,52.814878,0.218998,0
amac,52.848385,0.192655,0
amac,52.881695,0.147207,0
amac,52.91532,0.096592,0
amac,52.948527,0.12322,0
amac,52.981703,0.148548,0
amac,53.014935,0.136268,0
amac,53.048149,0.122902,0
amac,53.081644,0.052349,0
amac,53.114896,0.073041,0
amac,53.14813,0.074172,0
amac,53.181457,0.15211,0
amac,53.214716,0.266322,0
amac,53.247917,0.369534,0
amac,53.280995,0.472202,0
amac,53.314455,0.507464,0
amac,53.348148,0.484291,0
amac,53.381574,0.446722,0
amac,53.41528,0.276929,0
amac,53.448741,0.174176,0
amac,53.482532,0.135246,0
amac,53.515681,0.019253,0
amac,53.548829,0.06891,0
amac,53.582171,0.066232,0
amac,53.615479,0.121426,0
amac,53.648896,0.171022,0
amac,53.682045,0.17854,0
amac,53.715574,0.232571,0
amac,53.749158,0.14908,0
amac,53.782721,0.106174,0
amac,53.816128,0.203982,0
amac,53.849553,0.190402,0
amac,53.882974,0.15342,0
amac,53.916277,0.178063,0
amac,53.949431,0.197939,0
amac,53.982713,0.25137,0
amac,54.01598,0.223961,0
amac,54.049265,0.240969,0
amac,54.082642,0.260749,0
amac,54.115987,0.284269,0
amac,54.149476,0.272889,0
amac,54.182973,0.310063,0
amac,54.216454,0.389145,0
amac,54.250094,0.424187,0
amac,54.283507,0.445439,0
amac,54.317143,0.41433,0
amac,54.35068,0.382512,0
amac,54.38407,0.451596,0
amac,54.417666,0.446953,0
amac,54.451024,0.322814,0
amac,54.48444,0.323901,0
amac,54.51799,0.34785,0
amac,54.551403,0.421808,0
amac,54.58467,0.309194,0
amac,54.618019,0.240192,0
amac,54.651491,0.344169,0
amac,54.684837,0.277945,0
amac,54.718098,0.217591,0
amac,54.751398,0.168821,0
amac,54.784938,0.268424,0
amac,54.818384,0.314003,0
amac,54.851613,0.25007,0
amac,54.884492,0.221259,0
amac,54.91719,0.268033,0
amac,54.950213,0.332066,0
amac,54.982918,0.274815,0
amac,55.015321,0.167616,0
amac,55.04838,0.221038,0
amac,55.081735,0.372195,0
amac,55.11521,0.453236,0
amac,55.148481,0.466209,0
amac,55.182008,0.48483,0
amac,55.215881,0.59118,0
amac,55.249102,0.681142,0
amac,55.282481,0.622678,0
amac,55.315846,0.660521,0
amac,55.349246,0.727097,0
amac,55.3826,0.794976,0
amac,55.415834,0.818657,0
amac,55.449476,0.729251,0
amac,55.483056,0.729918,0
amac,55.516521,0.618745,0
amac,55.549886,0.506964,0
amac,55.58319,0.460222,0
amac,55.616647,0.359891,0
amac,55.649967,0.365906,0
amac,55.683369,0.351279,0
amac,55.716638,0.324379,0
amac,55.750411,0.305551,0
amac,55.784114,0.230337,0
amac,55.817598,0.260433,0
amac,55.851056,0.254556,0
amac,55.884503,0.178434,0
amac,55.917995,0.217412,0
amac,55.951166,0.263296,0
amac,55.984587,0.318394,0
amac,56.017937,0.352341,0
amac,56.051372,0.368806,0
amac,56.084827,0.512347,0
amac,56.118576,0.65384,0
amac,56.152175,0.628156,0
amac,56.185527,0.626432,0
amac,56.219,0.712047,0
amac,56.252373,0.697711,0
amac,56.285923,0.587896,0
amac,56.319176,0.412056,0
amac,56.352336,0.318067,0
amac,56.385559,0.257716,0
amac,56.418919,0.135557,0
amac,56.452079,0.169254,0
amac,56.485117,0.188365,0
amac,56.518428,0.188034,0
amac,56.551588,0.263431,0
amac,56.584898,0.295604,0
amac,56.617995,0.271226,0
amac,56.651365,0.284972,0
amac,56.684742,0.315088,0
amac,56.717943,0.3777,0
amac,56.751253,0.397477,0
amac,56.784637,0.470943,0
amac,56.818259,0.454667,0
amac,56.851824,0.506131,0
amac,56.885398,0.547549,0
amac,56.918868,0.429929,0
amac,56.952426,0.335344,0
amac,56.985755,0.145732,0
amac,57.019128,0.181021,0
amac,57.052448,0.217683,0
amac,57.085465,0.13286,0
amac,57.118778,0.158007,0
amac,57.15243,0.164649,0
amac,57.18595,0.311781,0
amac,57.21921,0.318947,0
amac,57.252559,0.118777,0
amac,57.286055,0.071747,0
amac,57.31955,0.080399,0
amac,57.352737,0.138945,0
amac,57.386311,0.050829,0
amac,57.419932,-0.05791,0
amac,57.453335,-0.169697,0
amac,57.486802,-0.215404,0
amac,57.520164,-0.33627,0
amac,57.553722,-0.402485,0
amac,57.586954,-0.333996,0
amac,57.620202,-0.263858,0
amac,57.653611,-0.133023,0
amac,57.686998,-0.065036,0
amac,57.720098,0.039144,0
amac,57.753171,0.058381,0
amac,57.786473,-0.059096,0
amac,57.819662,-0.033687,0
amac,57.852997,0.05158,0
amac,57.88617,0.07097,0
amac,57.919632,0.083489,0
amac,57.952988,0.205226,0
amac,57.986406,0.296651,0
amac,58.019777,0.230446,0
amac,58.052891,0.095842,0
amac,58.086038,0.12485,0
amac,58.119229,0.139054,0
amac,58.152295,0.058932,0
amac,58.185091,-0.01296,0
amac,58.217679,0.074843,0
amac,58.250641,0.003725,0
amac,58.28379,-0.020854,0
amac,58.317088,-0.069986,0
amac,58.350395,-0.150856,0
amac,58.383732,-0.16475,0
amac,58.417507,-0.24106,0
amac,58.451089,-0.141555,0
amac,58.484608,-0.201479,0
amac,58.517912,-0.33343,0
amac,58.551399,-0.353461,0
amac,58.584913,-0.351146,0
amac,58.618378,-0.323785,0
amac,58.651796,-0.357829,0
amac,58.685436,-0.40707,0
amac,58.718854,-0.290852,0
amac,58.752211,-0.225769,0
amac,58.785613,-0.276507,0
amac,58.818956,-0.423905,0
amac,58.852337,-0.457896,0
amac,58.885596,-0.398993,0
amac,58.918994,-0.273931,0
amac,58.952616,-0.2476,0
amac,58.986203,-0.100908,0
amac,59.01967,0.073817,0
amac,59.053296,0.099454,0
amac,59.086837,0.033261,0
amac,59.12039,-0.043835,0
amac,59.153502,-0.030316,0
amac,59.186656,-0.065012,0
amac,59.220214,-0.167203,0
amac,59.253657,-0.154232,0
amac,59.286974,-0.043216,0
amac,59.320333,-0.002274,0
amac,59.354059,-0.015095,0
amac,59.387703,-0.091684,0
amac,59.42095,-0.097817,0
amac,59.454168,-0.080582,0
amac,59.487532,-0.133659,0
amac,59.521098,-0.126175,0
amac,59.554586,-0.177276,0
amac,59.588042,-0.228996,0
amac,59.621745,-0.258905,0
amac,59.655479,-0.332563,0
amac,59.689147,-0.400097,0
amac,59.722647,-0.483172,0
amac,59.756071,-0.521002,0
amac,59.78954,-0.38462,0
amac,59.822958,-0.38758,0
amac,59.856204,-0.340139,0
amac,59.88944,-0.280685,0
amac,59.922796,-0.227918,0
amac,59.955834,-0.160053,0
amac,59.988984,-0.249515,0
amac,60.0221,-0.107009,0
amac,60.05525,-0.058746,0
amac,60.088542,0.017892,0
amac,60.121375,0.028355,0
amac,60.154798,-0.071164,0
amac,60.188133,-0.066617,0
amac,60.221102,-0.225929,0
amac,60.254348,-0.194437,0
amac,60.287563,-0.143533,0
amac,60.321127,-0.19762,0
amac,60.354624,-0.089839,0
amac,60.387931,-0.016135,0
amac,60.421663,0.105385,0
amac,60.455405,0.04692,0
amac,60.488617,-0.067787,0
amac,60.522046,-0.051077,0
amac,60.555168,-0.075853,0
amac,60.588569,-0.177291,0
amac,60.622117,-0.212126,0
amac,60.655439,-0.292351,0
amac,60.689135,-0.281821,0
amac,60.722728,-0.271493,0
amac,60.756366,-0.300861,0
amac,60.789825,-0.301885,0
amac,60.822927,-0.25981,0
amac,60.856095,-0.25656,0
amac,60.88941,-0.22406,0
amac,60.922542,-0.178095,0
amac,60.955919,-0.20438,0
amac,60.989338,-0.173113,0
amac,61.022759,-0.326846,0
amac,61.056007,-0.265444,0
amac,61.089166,-0.283248,0
amac,61.122361,-0.387254,0
amac,61.155528,-0.283756,0
amac,61.188637,-0.25855,0
amac,61.222118,-0.250316,0
amac,61.255666,-0.359487,0
amac,61.289427,-0.443131,0
amac,61.323065,-0.366919,0
amac,61.35635,-0.422103,0
amac,61.389729,-0.488677,0
amac,61.423001,-0.422041,0
amac,61.456334,-0.341192,0
amac,61.489518,-0.305968,0
amac,61.523099,-0.28158,0
amac,61.557019,-0.318361,0
amac,61.591016,-0.349868,0
amac,61.62485,-0.319507,0
amac,61.65865,-0.316549,0
amac,61.692573,-0.305485,0
amac,61.726112,-0.432476,0
amac,61.759421,-0.454425,0
amac,61.792749,-0.472835,0
amac,61.826052,-0.482444,0
amac,61.859368,-0.374974,0
amac,61.892729,-0.40522,0
amac,61.926306,-0.342303,0
amac,61.960019,-0.320592,0
amac,61.993585,-0.327853,0
amac,62.027338,-0.347814,0
amac,62.061031,-0.482617,0
amac,62.094392,-0.455129,0
amac,62.127848,-0.428838,0
amac,62.161132,-0.382342,0
amac,62.194746,-0.340863,0
amac,62.228084,-0.405287,0
amac,62.261473,-0.34881,0
amac,62.29504,-0.288655,0
amac,62.328454,-0.221223,0
amac,62.36197,-0.289447,0
amac,62.395176,-0.343293,0
amac,62.428623,-0.296867,0
amac,62.461919,-0.338313,0
amac,62.495371,-0.412351,0
amac,62.528617,-0.53906,0
amac,62.561814,-0.416336,0
amac,62.59521,-0.207095,0
amac,62.628645,-0.037327,0
amac,62.6623,0.052889,0
amac,62.695683,0.093407,0
amac,62.729173,0.124517,0
amac,62.76268,0.007077,0
amac,62.796396,-0.10055,0
amac,62.82992,-0.334307,0
amac,62.863407,-0.351453,0
amac,62.896893,-0.292055,0
amac,62.93035,-0.253135,0
amac,62.963726,-0.228253,0
amac,62.996964,-0.205767,0
amac,63.03016,-0.103556,0
amac,63.063168,-0.140504,0
amac,63.096341,-0.272308,0
amac,63.129663,-0.349766,0
amac,63.16299,-0.254359,0
amac,63.195888,-0.16952,0
amac,63.228928,-0.13758,0
amac,63.262184,-0.072164,0
amac,63.295418,0.085165,0
amac,63.328621,0.173421,0
amac,63.36198,0.104007,0
amac,63.395354,-0.054524,0
amac,63.428837,-0.122458,0
amac,63.461952,-0.213883,0
amac,63.49518,-0.32709,0
amac,63.528441,-0.515784,0
amac,63.561614,-0.632209,0
amac,63.594881,-0.515294,0
amac,63.628162,-0.435589,0
amac,63.661632,-0.373817,0
amac,63.695123,-0.474015,0
amac,63.728429,-0.365221,0
amac,63.761895,-0.214015,0
amac,63.795319,-0.184174,0
amac,63.828555,-0.252097,0
amac,63.862039,-0.26692,0
amac,63.89543,-0.193318,0
amac,63.928896,-0.186965,0
amac,63.962114,-0.227047,0
amac,63.995382,-0.257311,0
amac,64.028913,-0.147005,0
amac,64.062543,-0.19591,0
amac,64.096147,-0.192809,0
amac,64.129674,-0.130397,0
amac,64.163354,-0.118054,0
amac,64.197323,-0.186978,0
amac,64.230794,-0.217328,0
amac,64.264056,-0.13176,0
amac,64.297026,-0.143853,0
amac,64.330384,-0.285852,0
amac,64.363795,-0.408036,0
amac,64.397,-0.44665,0
amac,64.430575,-0.511099,0
amac,64.463983,-0.590954,0
amac,64.497559,-0.592031,0
amac,64.53098,-0.560335,0
amac,64.564386,-0.45009,0
amac,64.597699,-0.422322,0
amac,64.630942,-0.333985,0
amac,64.664354,-0.246614,0
amac,64.697963,-0.143935,0
amac,64.731132,0.015125,0
amac,64.764179,0.007513,0
amac,64.797837,0.175132,0
amac,64.83101,0.257134,0
amac,64.863947,0.363898,0
amac,64.896706,0.204274,0
amac,64.929822,-0.055154,0
amac,64.963003,-0.130568,0
amac,64.995666,-0.262712,0
amac,65.02885,-0.379872,0
amac,65.061938,-0.525339,0
amac,65.095326,-0.475244,0
amac,65.128726,-0.293711,0
amac,65.162197,-0.139513,0
amac,65.195698,-0.131731,0
amac,65.228995,-0.107649,0
amac,65.262764,-0.047965,0
amac,65.296276,0.057467,0
amac,65.329614,0.126464,0
amac,65.362765,-0.03576,0
amac,65.395905,0.037338,0
amac,65.42923,0.086661,0
amac,65.46239,0.012543,0
amac,65.495691,-0.068998,0
amac,65.529095,-0.175886,0
amac,65.562785,-0.045104,0
amac,65.596462,-0.10888,0
amac,65.6301,-0.246419,0
amac,65.663632,-0.218707,0
amac,65.697176,-0.092586,0
amac,65.730721,-0.019986,0
amac,65.764182,-0.065566,0
amac,65.797769,-0.112976,0
amac,65.831256,-0.030772,0
amac,65.864859,-0.004837,0
amac,65.898423,-0.081504,0
amac,65.931972,-0.162502,0
amac,65.9655,-0.107235,0
amac,65.998865,0.046168,0
amac,66.032432,0.032294,0
amac,66.065945,0.094223,0
amac,66.099479,0.018648,0
amac,66.133079,-0.01528,0
amac,66.166546,-0.126642,0
amac,66.200185,-0.125642,0
amac,66.233689,-0.084502,0
amac,66.267082,-0.178968,0
amac,66.30032,-0.067631,0
amac,66.333758,0.001251,0
amac,66.367289,0.099098,0
amac,66.400692,-0.058035,0
amac,66.434115,-0.010089,0
amac,66.467779,0.063041,0
amac,66.501195,0.126687,0
amac,66.534216,0.226433,0
amac,66.567239,0.293602,0
amac,66.600311,0.306107,0
amac,66.633465,0.199432,0
amac,66.666529,0.087902,0
amac,66.69983,0.071474,0
amac,66.733191,0.026608,0
amac,66.766553,0,0
amac,66.799888,0.140703,0
amac,66.833205,0.101221,0
amac,66.86654,0.159709,0
amac,66.89993,0.083107,0
amac,66.933359,0.080307,0
amac,66.966854,0.010458,0
amac,67.000343,-0.091781,0
amac,67.033732,-0.041346,0
amac,67.067203,-0.095837,0
amac,67.100534,-0.004058,0
amac,67.133795,-0.008615,0
amac,67.167183,0.008673,0
amac,67.200646,0.0205,0
amac,67.234074,0.003135,0
amac,67.267584,0.035753,0
amac,67.300924,-0.073979,0
amac,67.334626,-0.049149,0
amac,67.368171,0.05706,0
amac,67.40157,0.060822,0
amac,67.435021,0.132895,0
amac,67.468385,0.169379,0
amac,67.501991,0.239067,0
amac,67.535171,0.248627,0
amac,67.568545,0.181432,0
amac,67.601777,0.213498,0
amac,67.635145,0.19248,0
amac,67.66812,0.331096,0
amac,67.701354,0.399435,0
amac,67.734781,0.480531,0
amac,67.767959,0.524396,0
amac,67.801645,0.519489,0
amac,67.835152,0.650938,0
amac,67.868808,0.521914,0
amac,67.90231,0.530526,0
amac,67.935963,0.406394,0
amac,67.969569,0.328398,0
amac,68.002738,0.357954,0
amac,68.035912,0.40732,0
amac,68.06939,0.59564,0
amac,68.102652,0.664203,0
amac,68.135697,0.848836,0
amac,68.168401,0.991024,0
amac,68.201445,1.060892,0
amac,68.234422,0.85969,0
