temperature,value,abs,gene,nm
29.99,-5.50492,419.152,cgre,218
30.16,-6.10476,418.971,cgre,218
30.45,-5.50369,419.124,cgre,218
30.65,-5.94254,419.012,cgre,218
30.79,-6.03868,419.015,cgre,218
31.02,-5.3366,419.238,cgre,218
31.22,-5.55106,419.204,cgre,218
31.37,-5.55783,419.235,cgre,218
31.49,-5.9981,419.145,cgre,218
31.68,-5.66006,419.229,cgre,218
31.88,-5.97105,419.196,cgre,218
32.06,-5.64164,419.325,cgre,218
32.18,-6.07393,419.232,cgre,218
32.36,-5.81859,419.346,cgre,218
32.6,-6.11953,419.273,cgre,218
32.78,-5.79177,419.406,cgre,218
32.89,-5.85953,419.422,cgre,218
33.07,-5.66649,419.49,cgre,218
33.3,-5.79963,419.483,cgre,218
33.48,-6.089,419.471,cgre,218
33.59,-5.8955,419.55,cgre,218
33.82,-5.8816,419.625,cgre,218
33.98,-6.07967,419.541,cgre,218
34.15,-5.68513,419.723,cgre,218
34.3,-5.8282,419.714,cgre,218
34.51,-5.56945,419.803,cgre,218
34.71,-5.78977,419.791,cgre,218
34.81,-5.57062,419.86,cgre,218
34.96,-5.6055,419.894,cgre,218
35.19,-5.57325,419.946,cgre,218
35.43,-5.82526,419.914,cgre,218
35.55,-5.994,419.925,cgre,218
35.69,-5.85372,419.961,cgre,218
35.9,-5.80187,420.034,cgre,218
36.13,-5.9423,420.027,cgre,218
36.33,-5.57844,420.152,cgre,218
36.41,-5.45947,420.212,cgre,218
36.54,-5.79458,420.173,cgre,218
36.78,-5.88408,420.134,cgre,218
36.98,-5.76008,420.209,cgre,218
37.09,-5.64976,420.272,cgre,218
37.29,-5.60515,420.325,cgre,218
37.5,-5.41563,420.402,cgre,218
37.73,-5.68915,420.353,cgre,218
37.85,-5.20197,420.522,cgre,218
37.97,-6.041,420.306,cgre,218
38.19,-6.03495,420.35,cgre,218
38.33,-6.01599,420.384,cgre,218
38.48,-5.80174,420.468,cgre,218
38.71,-5.5847,420.549,cgre,218
38.92,-5.91959,420.509,cgre,218
39.12,-5.67339,420.612,cgre,218
39.2,-5.91358,420.565,cgre,218
39.4,-5.83953,420.579,cgre,218
39.61,-5.40604,420.745,cgre,218
39.79,-5.94073,420.603,cgre,218
39.91,-5.79637,420.618,cgre,218
40.09,-5.83139,420.613,cgre,218
40.31,-5.75226,420.647,cgre,218
40.49,-5.70751,420.65,cgre,218
40.61,-5.49086,420.775,cgre,218
40.8,-5.20971,420.874,cgre,218
41.01,-5.78701,420.746,cgre,218
41.22,-5.65297,420.808,cgre,218
41.36,-5.54266,420.853,cgre,218
41.6,-5.64833,420.858,cgre,218
41.82,-5.83921,420.858,cgre,218
41.99,-5.3511,420.99,cgre,218
42.07,-5.3991,420.995,cgre,218
42.28,-6.08065,420.854,cgre,218
42.49,-5.41113,421.039,cgre,218
42.57,-5.51802,421.009,cgre,218
42.79,-5.18555,421.123,cgre,218
43.05,-5.61343,421.054,cgre,218
43.24,-5.33142,421.151,cgre,218
43.37,-5.52246,421.123,cgre,218
43.49,-5.6784,421.074,cgre,218
43.72,-5.32676,421.224,cgre,218
43.88,-5.75599,421.125,cgre,218
44.04,-5.52978,421.222,cgre,218
44.18,-5.6241,421.235,cgre,218
44.42,-5.69493,421.245,cgre,218
44.51,-5.29513,421.397,cgre,218
44.94,-5.47513,421.353,cgre,218
45.19,-6.05887,421.246,cgre,218
45.23,-5.34427,421.456,cgre,218
45.41,-5.15021,421.545,cgre,218
45.61,-5.71453,421.407,cgre,218
45.82,-5.93208,421.376,cgre,218
45.92,-5.85634,421.432,cgre,218
46.09,-5.97325,421.44,cgre,218
46.33,-5.68223,421.54,cgre,218
46.52,-5.37009,421.651,cgre,218
46.67,-5.23029,421.694,cgre,218
46.74,-5.17299,421.743,cgre,218
46.98,-5.76735,421.645,cgre,218
47.24,-5.46807,421.772,cgre,218
47.4,-5.53237,421.747,cgre,218
47.52,-5.76791,421.747,cgre,218
47.66,-4.99241,421.953,cgre,218
47.85,-5.63202,421.816,cgre,218
48.03,-5.41122,421.918,cgre,218
48.19,-5.26054,421.999,cgre,218
48.44,-5.6905,421.898,cgre,218
48.61,-5.61846,421.931,cgre,218
48.71,-5.12975,422.1,cgre,218
48.9,-4.94178,422.137,cgre,218
49.12,-5.95391,421.944,cgre,218
49.3,-5.41755,422.123,cgre,218
49.46,-5.57993,422.081,cgre,218
49.61,-5.61485,422.114,cgre,218
49.8,-5.82345,422.079,cgre,218
49.98,-5.63138,422.181,cgre,218
50.22,-5.42615,422.283,cgre,218
50.32,-5.05941,422.399,cgre,218
50.45,-4.87673,422.444,cgre,218
50.71,-5.35898,422.396,cgre,218
50.95,-5.41599,422.417,cgre,218
51.01,-5.5545,422.404,cgre,218
51.15,-5.8072,422.323,cgre,218
51.4,-5.10582,422.579,cgre,218
51.65,-5.33546,422.52,cgre,218
51.73,-5.574,422.517,cgre,218
51.88,-5.221,422.646,cgre,218
52.08,-5.34724,422.62,cgre,218
52.31,-5.08243,422.741,cgre,218
52.42,-5.55124,422.649,cgre,218
52.59,-5.61668,422.666,cgre,218
52.82,-5.87574,422.644,cgre,218
52.98,-5.73753,422.732,cgre,218
53.1,-5.48158,422.822,cgre,218
53.27,-5.64861,422.83,cgre,218
53.51,-4.7045,423.088,cgre,218
53.72,-5.804,422.856,cgre,218
53.83,-5.4977,422.955,cgre,218
53.98,-5.63255,422.958,cgre,218
54.17,-5.80954,422.926,cgre,218
54.35,-5.39997,423.059,cgre,218
54.54,-4.79429,423.228,cgre,218
54.7,-5.46437,423.103,cgre,218
54.91,-5.68947,423.073,cgre,218
55.14,-5.97272,423.036,cgre,218
55.21,-5.85674,423.068,cgre,218
55.33,-5.91835,423.101,cgre,218
55.62,-5.08458,423.338,cgre,218
55.85,-5.34001,423.278,cgre,218
55.91,-5.68091,423.232,cgre,218
56.09,-5.27423,423.35,cgre,218
56.27,-5.44069,423.323,cgre,218
56.5,-5.60745,423.317,cgre,218
56.63,-5.61327,423.307,cgre,218
56.74,-5.28607,423.409,cgre,218
57.03,-5.55084,423.387,cgre,218
57.23,-5.66881,423.371,cgre,218
57.32,-5.39654,423.466,cgre,218
57.52,-5.37146,423.491,cgre,218
57.72,-4.99719,423.57,cgre,218
57.9,-5.30325,423.58,cgre,218
57.99,-5.55044,423.542,cgre,218
58.2,-5.42118,423.595,cgre,218
58.41,-5.41387,423.575,cgre,218
58.58,-5.26153,423.664,cgre,218
58.64,-5.01833,423.779,cgre,218
58.89,-4.83687,423.335,cgre,218
59.13,-5.42529,423.201,cgre,218
59.26,-5.89323,423.124,cgre,218
59.42,-5.39731,423.271,cgre,218
59.73,-5.7124,423.168,cgre,218
60,-5.56988,423.262,cgre,218
60.44,-5.50013,423.364,cgre,218
60.54,-5.10224,423.463,cgre,218
60.6,-5.63674,423.311,cgre,218
60.81,-5.68229,423.344,cgre,218
60.98,-5.4205,423.451,cgre,218
61.13,-5.50421,423.409,cgre,218
61.25,-5.25426,423.51,cgre,218
61.52,-5.46178,423.47,cgre,218
61.71,-5.69064,423.411,cgre,218
61.94,-5.31587,423.55,cgre,218
62.02,-5.39803,423.547,cgre,218
62.19,-5.34202,423.613,cgre,218
62.41,-5.40727,423.616,cgre,218
62.61,-5.53955,423.605,cgre,218
62.72,-5.3593,423.646,cgre,218
62.86,-5.58831,423.619,cgre,218
63.1,-5.40066,423.691,cgre,218
63.35,-5.15956,423.799,cgre,218
63.41,-5.41923,423.747,cgre,218
63.58,-5.60437,423.724,cgre,218
63.83,-5.44744,423.817,cgre,218
64.04,-5.41459,423.843,cgre,218
64.14,-5.08573,423.924,cgre,218
64.29,-4.94885,423.986,cgre,218
64.51,-4.42921,424.148,cgre,218
64.65,-5.54346,423.869,cgre,218
64.78,-5.06651,424.014,cgre,218
65.01,-5.23785,424.04,cgre,218
65.22,-4.928,424.145,cgre,218
65.44,-5.14255,424.093,cgre,218
65.56,-5.56421,423.985,cgre,218
65.64,-5.33367,424.115,cgre,218
65.88,-5.59555,424.054,cgre,218
66.13,-5.43292,424.14,cgre,218
66.31,-5.61748,424.085,cgre,218
66.45,-5.27906,424.214,cgre,218
66.73,-5.51256,424.182,cgre,218
66.95,-5.62096,424.2,cgre,218
67.03,-5.29405,424.324,cgre,218
67.21,-4.71348,424.543,cgre,218
67.4,-5.29307,424.425,cgre,218
67.56,-5.17652,424.56,cgre,218
67.69,-5.21,424.676,cgre,218
67.89,-5.75972,424.656,cgre,218
68.13,-4.98891,424.993,cgre,218
68.31,-5.57489,425.099,cgre,218
68.42,-4.87801,425.508,cgre,218
68.58,-5.5572,425.675,cgre,218
68.8,-4.6744,426.212,cgre,218
68.96,-5.27167,426.421,cgre,218
69.06,-5.10504,426.877,cgre,218
69.29,-5.08955,427.347,cgre,218
69.56,-5.07786,427.845,cgre,218
69.7,-4.21785,428.606,cgre,218
69.8,-4.80209,429.05,cgre,218
70,-3.97919,429.818,cgre,218
70.22,-4.24971,430.37,cgre,218
70.44,-3.80731,431.092,cgre,218
70.5,-4.36884,431.594,cgre,218
70.68,-3.67332,432.378,cgre,218
70.87,-3.12997,433.105,cgre,218
71.13,-3.2315,433.707,cgre,218
71.23,-3.1152,434.336,cgre,218
71.36,-2.5802,434.976,cgre,218
71.63,-2.5929,435.452,cgre,218
71.76,-1.7989,435.971,cgre,218
71.91,-2.19738,436.247,cgre,218
72.13,-1.22757,436.79,cgre,218
72.28,-0.981873,437.026,cgre,218
72.49,-1.53681,436.98,cgre,218
72.58,-0.85006,437.159,cgre,218
72.72,-0.476082,437.182,cgre,218
73.03,0.32813,437.263,cgre,218
73.3,0.0849079,436.972,cgre,218
73.34,-0.123468,436.62,cgre,218
73.63,0.343144,436.472,cgre,218
73.81,0.156274,436.201,cgre,218
73.94,0.822324,436.144,cgre,218
74.1,0.219972,435.781,cgre,218
74.31,0.848255,435.728,cgre,218
74.55,0.87987,435.584,cgre,218
74.65,0.416167,435.219,cgre,218
75.07,-0.106328,434.852,cgre,218
75.31,0.617829,434.776,cgre,218
75.71,0.215005,434.559,cgre,218
75.85,0.381025,434.519,cgre,218
75.95,-0.233507,434.245,cgre,218
76.1,0.371042,434.306,cgre,218
76.27,0.778513,434.34,cgre,218
76.51,0.201489,434.112,cgre,218
76.67,0.516858,434.104,cgre,218
76.75,0.563385,433.99,cgre,218
77,0.305158,433.913,cgre,218
77.23,0.283739,433.829,cgre,218
77.35,0.240981,433.762,cgre,218
77.46,0.0127276,433.704,cgre,218
77.74,0.342121,433.705,cgre,218
77.92,0.00185036,433.576,cgre,218
78.05,-0.0517598,433.487,cgre,218
78.34,0.5202,433.569,cgre,218
78.52,0.158253,433.47,cgre,218
78.73,0.12193,433.412,cgre,218
78.82,0.239364,433.38,cgre,218
78.95,0.616995,433.458,cgre,218
79.2,0.144043,433.315,cgre,218
79.39,0.152762,433.261,cgre,218
79.46,0.203462,433.246,cgre,218
79.7,0.481025,433.29,cgre,218
79.89,0.282632,433.267,cgre,218
80.17,0.566291,433.301,cgre,218
80.21,-0.0621293,433.092,cgre,218
80.35,-0.0180893,433.091,cgre,218
80.61,0.347116,433.156,cgre,218
80.7,-0.262189,432.959,cgre,218
80.88,-0.0034058,433.041,cgre,218
81.16,-0.166638,433.002,cgre,218
81.36,0.169914,433.063,cgre,218
81.5,-0.254673,432.913,cgre,218
81.57,0.406188,433.049,cgre,218
81.79,-0.33712,432.893,cgre,218
82.01,0.434187,433.064,cgre,218
82.23,0.466443,433.029,cgre,218
82.35,-0.216249,432.865,cgre,218
82.46,0.287321,432.969,cgre,218
82.69,0.345818,433.012,cgre,218
82.93,0.114169,432.922,cgre,218
83.01,0.357557,432.931,cgre,218
83.16,0.00342255,432.849,cgre,218
83.38,-0.0314172,432.846,cgre,218
83.64,-0.0681338,432.858,cgre,218
83.78,0.492474,432.958,cgre,218
84.04,-0.422435,432.741,cgre,218
84.18,0.254515,432.933,cgre,218
84.35,-0.151139,432.784,cgre,218
84.52,0.227772,432.89,cgre,218
84.79,0.903058,433.068,cgre,218
84.91,0.101993,432.844,cgre,218
85,0.0443998,432.821,cgre,218
85.18,0.276416,432.893,cgre,218
85.42,0.371608,432.935,cgre,218
85.62,0.169846,432.872,cgre,218
85.75,0.380651,432.827,cgre,218
85.82,-0.173094,432.737,cgre,218
86.14,0.109498,432.825,cgre,218
86.31,-0.234688,432.733,cgre,218
86.51,-0.12963,432.766,cgre,218
86.65,-0.0294106,432.702,cgre,218
86.87,-0.36369,432.664,cgre,218
87.13,0.199147,432.787,cgre,218
87.29,0.536804,432.891,cgre,218
87.39,0.309304,432.828,cgre,218
87.63,-0.259236,432.704,cgre,218
87.8,0.157867,432.805,cgre,218
87.87,-0.414632,432.675,cgre,218
88.11,-0.474012,432.678,cgre,218
88.28,0.283011,432.837,cgre,218
88.49,0.323695,432.814,cgre,218
88.6,-0.193965,432.661,cgre,218
88.74,0.0344958,432.719,cgre,218
89.01,-0.345906,432.65,cgre,218
89.31,0.453249,432.805,cgre,218
89.45,-0.0573289,432.701,cgre,218
89.68,-0.304424,432.675,cgre,218
89.93,-0.0241623,432.736,cgre,218
90.03,0.0734826,432.703,cgre,218
90.35,0.376629,432.81,cgre,218
90.58,-0.00156128,432.702,cgre,218
90.67,-0.716062,432.503,cgre,218
90.77,0.0542836,432.758,cgre,218
91.02,-0.476878,432.64,cgre,218
91.21,0.268878,432.811,cgre,218
91.36,-0.233289,432.645,cgre,218
91.63,-0.272596,432.675,cgre,218
91.83,0.9219,432.985,cgre,218
92,-0.271696,432.681,cgre,218
92.08,0.0263758,432.749,cgre,218
92.26,-0.200721,432.712,cgre,218
92.53,0.252251,432.849,cgre,218
92.73,-0.147521,432.763,cgre,218
92.85,-0.101461,432.731,cgre,218
93.17,-0.160377,432.796,cgre,218
93.63,-0.371213,432.667,cgre,218
93.83,-0.690736,432.638,cgre,218
93.97,-0.371748,432.723,cgre,218
94.03,-0.0299772,432.799,cgre,218
94.33,0.457349,432.952,cgre,218
94.61,-0.0626038,432.861,cgre,218
94.71,-0.519354,432.74,cgre,218
94.81,0.177142,432.911,cgre,218
95,-0.604396,432.733,cgre,218
95.22,-0.087049,432.815,cgre,218
95.32,-0.402719,432.745,cgre,218
95.45,0.320892,432.926,cgre,218
95.7,-0.123431,432.892,cgre,218
95.95,-0.673063,432.733,cgre,218
96.08,-0.372783,432.798,cgre,218
96.22,-0.0532806,432.885,cgre,218
96.42,-0.150971,432.886,cgre,218
96.63,-0.168941,432.914,cgre,218
96.77,-0.679713,432.768,cgre,218
96.96,-0.438174,432.913,cgre,218
97.08,-0.179179,433.019,cgre,218
97.18,0.343837,433.159,cgre,218
97.58,-0.239449,433.015,cgre,218
97.64,-0.662093,432.977,cgre,218
97.89,0.0363957,433.198,cgre,218
98.23,-0.404985,433.111,cgre,218
30,-1.50427,395.956,pplu,218
30.13,-1.75044,395.891,pplu,218
30.46,-1.44842,395.984,pplu,218
30.63,-1.60616,395.962,pplu,218
30.81,-1.23343,396.05,pplu,218
31.01,-1.30702,396.029,pplu,218
31.2,-1.4258,396.006,pplu,218
31.3,-1.40908,396.027,pplu,218
31.47,-1.00592,396.124,pplu,218
31.72,-1.65115,395.971,pplu,218
31.92,-1.55807,396.032,pplu,218
32,-1.55025,396.043,pplu,218
32.16,-1.59676,396.028,pplu,218
32.38,-1.55834,395.981,pplu,218
32.6,-1.56563,395.987,pplu,218
32.73,-1.13577,396.11,pplu,218
32.85,-1.28442,396.105,pplu,218
33.1,-1.69197,396.04,pplu,218
33.32,-0.956569,396.208,pplu,218
33.4,-1.5868,396.094,pplu,218
33.59,-1.09789,396.201,pplu,218
33.8,-1.79313,396.05,pplu,218
34.02,-1.24205,396.176,pplu,218
34.11,-2.01324,395.991,pplu,218
34.26,-1.60856,396.08,pplu,218
34.48,-1.44048,396.144,pplu,218
34.71,-1.7569,396.101,pplu,218
34.82,-1.611,396.14,pplu,218
34.97,-1.29464,396.266,pplu,218
35.21,-1.47995,396.178,pplu,218
35.43,-1.28476,396.23,pplu,218
35.51,-1.55374,396.147,pplu,218
35.68,-1.31878,396.256,pplu,218
35.9,-1.68628,396.189,pplu,218
36.07,-1.4145,396.257,pplu,218
36.18,-1.70315,396.185,pplu,218
36.39,-1.15339,396.339,pplu,218
36.59,-1.36166,396.314,pplu,218
36.84,-1.25417,396.371,pplu,218
36.95,-1.85898,396.253,pplu,218
37.07,-1.59643,396.341,pplu,218
37.3,-1.54621,396.396,pplu,218
37.5,-1.45617,396.454,pplu,218
37.62,-1.45077,396.467,pplu,218
37.79,-1.38984,396.506,pplu,218
38,-1.40869,396.546,pplu,218
38.2,-1.29918,396.574,pplu,218
38.3,-1.41492,396.587,pplu,218
38.52,-1.31977,396.641,pplu,218
38.71,-1.8711,396.51,pplu,218
38.89,-1.56171,396.606,pplu,218
38.98,-1.42023,396.668,pplu,218
39.19,-1.66449,396.659,pplu,218
39.41,-1.61531,396.68,pplu,218
39.62,-1.78141,396.686,pplu,218
39.72,-1.87782,396.716,pplu,218
39.85,-1.39206,396.839,pplu,218
40.09,-1.82021,396.757,pplu,218
40.3,-1.48535,396.858,pplu,218
40.41,-1.49941,396.872,pplu,218
40.59,-1.82703,396.822,pplu,218
40.82,-1.64499,396.909,pplu,218
41,-1.33525,397.019,pplu,218
41.1,-1.73992,396.943,pplu,218
41.28,-1.69482,397.009,pplu,218
41.49,-1.781,397.005,pplu,218
41.73,-1.69061,397.04,pplu,218
41.82,-1.58644,397.074,pplu,218
42.18,-1.57213,397.157,pplu,218
42.55,-1.74726,397.138,pplu,218
42.67,-1.54324,397.224,pplu,218
42.83,-1.68977,397.199,pplu,218
43.02,-1.17017,397.369,pplu,218
43.1,-1.55881,397.269,pplu,218
43.26,-0.992291,397.452,pplu,218
43.49,-1.37309,397.373,pplu,218
43.73,-1.54779,397.38,pplu,218
43.83,-1.66395,397.366,pplu,218
43.93,-1.67496,397.38,pplu,218
44.17,-1.17029,397.537,pplu,218
44.43,-1.4038,397.507,pplu,218
44.54,-1.72529,397.462,pplu,218
44.66,-1.88759,397.46,pplu,218
44.92,-1.41088,397.577,pplu,218
45.11,-1.93746,397.476,pplu,218
45.23,-1.72745,397.583,pplu,218
45.42,-1.63592,397.604,pplu,218
45.63,-1.46916,397.67,pplu,218
45.81,-1.80192,397.609,pplu,218
45.97,-1.44783,397.714,pplu,218
46.17,-1.61618,397.709,pplu,218
46.39,-1.55176,397.71,pplu,218
46.57,-1.7345,397.681,pplu,218
46.7,-1.34261,397.804,pplu,218
46.88,-1.72375,397.718,pplu,218
47.12,-1.74982,397.753,pplu,218
47.26,-1.47646,397.844,pplu,218
47.38,-1.76417,397.783,pplu,218
47.57,-1.33042,397.891,pplu,218
47.75,-1.44897,397.844,pplu,218
48,-1.27662,397.871,pplu,218
48.12,-1.45877,397.809,pplu,218
48.32,-1.45944,397.867,pplu,218
48.5,-1.17155,397.95,pplu,218
48.66,-1.58207,397.884,pplu,218
48.79,-1.41801,397.937,pplu,218
48.99,-1.65264,397.914,pplu,218
49.21,-1.96989,397.858,pplu,218
49.3,-1.63529,397.913,pplu,218
49.47,-1.44127,397.978,pplu,218
49.76,-1.6255,397.957,pplu,218
49.93,-1.73625,397.939,pplu,218
50.07,-1.50403,397.999,pplu,218
50.16,-1.09258,398.111,pplu,218
50.38,-1.20495,398.103,pplu,218
50.64,-1.3866,398.082,pplu,218
50.7,-1.40535,398.094,pplu,218
50.91,-1.43133,398.118,pplu,218
51.11,-1.8045,397.991,pplu,218
51.31,-1.54432,398.053,pplu,218
51.47,-1.48442,398.088,pplu,218
51.58,-1.37231,398.15,pplu,218
51.78,-1.16461,398.22,pplu,218
52,-1.83256,398.042,pplu,218
52.17,-1.48137,398.132,pplu,218
52.26,-1.57163,398.132,pplu,218
52.52,-1.67412,398.147,pplu,218
52.76,-1.57947,398.18,pplu,218
52.86,-1.6167,398.173,pplu,218
52.99,-1.86874,398.12,pplu,218
53.15,-1.0122,398.325,pplu,218
53.42,-1.72563,398.191,pplu,218
53.58,-1.33053,398.296,pplu,218
53.65,-1.53214,398.245,pplu,218
53.85,-1.22505,398.311,pplu,218
54.14,-1.6432,398.219,pplu,218
54.34,-1.18777,398.337,pplu,218
54.67,-1.52318,398.283,pplu,218
54.73,-1.25196,398.329,pplu,218
55.14,-1.83856,398.226,pplu,218
55.39,-1.67541,398.287,pplu,218
55.54,-1.075,398.448,pplu,218
55.61,-1.32519,398.381,pplu,218
55.79,-1.61291,398.34,pplu,218
55.98,-1.5046,398.343,pplu,218
56.16,-1.82862,398.28,pplu,218
56.32,-1.42668,398.377,pplu,218
56.5,-1.42278,398.393,pplu,218
56.77,-1.37427,398.446,pplu,218
56.91,-1.34848,398.422,pplu,218
57.03,-1.38988,398.45,pplu,218
57.26,-1.39993,398.446,pplu,218
57.49,-1.41571,398.475,pplu,218
57.7,-1.20327,398.486,pplu,218
57.81,-1.35109,398.493,pplu,218
58.03,-1.32791,398.5,pplu,218
58.19,-2.06005,398.338,pplu,218
58.34,-1.15867,398.541,pplu,218
58.42,-1.73919,398.39,pplu,218
58.74,-1.03714,398.614,pplu,218
58.97,-1.54193,398.493,pplu,218
59.07,-1.60796,398.492,pplu,218
59.15,-1.53523,398.511,pplu,218
59.39,-1.492,398.536,pplu,218
59.6,-1.43128,398.552,pplu,218
59.76,-1.50858,398.562,pplu,218
59.9,-1.54515,398.572,pplu,218
60.1,-1.43928,398.598,pplu,218
60.31,-1.5716,398.575,pplu,218
60.44,-1.10506,398.703,pplu,218
60.56,-1.64583,398.571,pplu,218
60.84,-1.50854,398.613,pplu,218
60.98,-1.37007,398.68,pplu,218
61.16,-1.36985,398.706,pplu,218
61.31,-1.04556,398.789,pplu,218
61.49,-1.33136,398.714,pplu,218
61.72,-1.56699,398.697,pplu,218
61.89,-1.38647,398.753,pplu,218
61.99,-1.39356,398.731,pplu,218
62.18,-1.63671,398.698,pplu,218
62.44,-1.49805,398.749,pplu,218
62.6,-1.28577,398.812,pplu,218
62.64,-1.36002,398.799,pplu,218
62.91,-1.48996,398.771,pplu,218
63.09,-1.6165,398.742,pplu,218
63.28,-1.59996,398.766,pplu,218
63.44,-1.3044,398.845,pplu,218
63.6,-1.45909,398.825,pplu,218
63.82,-1.56499,398.823,pplu,218
63.95,-1.32712,398.893,pplu,218
64.06,-1.58043,398.847,pplu,218
64.24,-1.20067,398.942,pplu,218
64.54,-1.50124,398.91,pplu,218
64.73,-1.26734,398.949,pplu,218
64.85,-1.37311,398.925,pplu,218
65.09,-1.15944,399.034,pplu,218
65.33,-1.59322,398.93,pplu,218
65.42,-1.42356,398.991,pplu,218
65.58,-0.983685,399.089,pplu,218
65.78,-1.1783,399.047,pplu,218
66.03,-1.03818,399.105,pplu,218
66.11,-1.41747,399.005,pplu,218
66.32,-1.3904,399.056,pplu,218
66.54,-1.38168,399.054,pplu,218
66.66,-1.17249,399.158,pplu,218
66.75,-1.46208,399.083,pplu,218
66.98,-1.46104,399.098,pplu,218
67.23,-1.27999,399.161,pplu,218
67.42,-0.997965,399.235,pplu,218
67.51,-1.44872,399.159,pplu,218
67.63,-1.20336,399.226,pplu,218
67.93,-1.14248,399.251,pplu,218
68.12,-1.42495,399.222,pplu,218
68.23,-1.35301,399.246,pplu,218
68.41,-1.6659,399.149,pplu,218
68.64,-1.47676,399.203,pplu,218
68.86,-1.47741,399.233,pplu,218
68.91,-1.11181,399.315,pplu,218
69.1,-1.47745,399.249,pplu,218
69.28,-1.25322,399.314,pplu,218
69.46,-1.77583,399.231,pplu,218
69.69,-1.47692,399.301,pplu,218
69.82,-1.10206,399.417,pplu,218
69.99,-1.39106,399.531,pplu,218
70.2,-1.19859,400.038,pplu,218
70.36,-1.28115,399.83,pplu,218
70.49,-1.62297,399.703,pplu,218
70.71,-1.35591,399.737,pplu,218
70.93,-1.61218,399.664,pplu,218
71.08,-1.76509,399.609,pplu,218
71.13,-1.40468,399.684,pplu,218
71.41,-1.41347,399.721,pplu,218
71.68,-1.62699,399.678,pplu,218
71.76,-1.34061,399.776,pplu,218
71.84,-1.12029,399.831,pplu,218
72.11,-1.08328,399.842,pplu,218
72.35,-1.12054,399.864,pplu,218
72.43,-1.43892,399.811,pplu,218
72.82,-1.33552,399.905,pplu,218
73.16,-1.18962,399.969,pplu,218
73.22,-1.80565,399.832,pplu,218
73.45,-1.28706,399.995,pplu,218
73.59,-1.33465,400.037,pplu,218
73.68,-1.21584,400.055,pplu,218
73.85,-1.42175,400.046,pplu,218
74.08,-2.04792,399.932,pplu,218
74.34,-1.39686,400.134,pplu,218
74.41,-1.39156,400.159,pplu,218
74.61,-0.862138,400.35,pplu,218
74.87,-1.25796,400.281,pplu,218
75,-1.59655,400.198,pplu,218
75.07,-1.72105,400.213,pplu,218
75.28,-1.10436,400.432,pplu,218
75.57,-1.40129,400.387,pplu,218
75.69,-1.25074,400.486,pplu,218
75.8,-1.3919,400.477,pplu,218
76.02,-1.49703,400.485,pplu,218
76.2,-1.49156,400.58,pplu,218
76.44,-1.38518,400.636,pplu,218
76.56,-1.37158,400.663,pplu,218
76.82,-1.60011,400.634,pplu,218
76.98,-1.66364,400.736,pplu,218
77.09,-1.60956,401.151,pplu,218
77.27,-1.58294,401.533,pplu,218
77.48,-1.04911,401.678,pplu,218
77.79,-1.24358,401.574,pplu,218
77.85,-1.38425,401.521,pplu,218
78,-1.0994,401.65,pplu,218
78.22,-1.75367,401.529,pplu,218
78.38,-1.17492,401.739,pplu,218
78.55,-1.28301,401.74,pplu,218
78.72,-1.50125,401.722,pplu,218
78.94,-1.59227,401.756,pplu,218
79.1,-1.45631,401.834,pplu,218
79.18,-1.48828,401.899,pplu,218
79.41,-1.64408,401.928,pplu,218
79.63,-1.10653,402.147,pplu,218
79.86,-1.22064,402.189,pplu,218
79.98,-1.49042,402.19,pplu,218
80.08,-1.2294,402.368,pplu,218
80.3,-1.38575,402.382,pplu,218
80.53,-1.02324,402.613,pplu,218
80.68,-1.62206,402.546,pplu,218
80.7,-2.07131,402.554,pplu,218
80.92,-0.996503,403.053,pplu,218
81.28,-1.11429,403.342,pplu,218
81.38,-1.22934,403.549,pplu,218
81.48,-1.55174,403.632,pplu,218
81.71,-1.46842,403.709,pplu,218
81.93,-0.712822,404.03,pplu,218
82.09,-0.731578,404.131,pplu,218
82.18,-1.51389,404.067,pplu,218
82.38,-1.48005,404.213,pplu,218
82.63,-1.38637,404.415,pplu,218
82.78,-1.11192,404.605,pplu,218
82.95,-0.822625,404.869,pplu,218
83.06,-0.748734,405.035,pplu,218
83.31,-1.18914,405.094,pplu,218
83.5,-1.26297,405.374,pplu,218
83.64,-1.31483,405.733,pplu,218
83.87,-1.35072,406.015,pplu,218
83.98,-1.23902,406.243,pplu,218
84.2,-0.981443,406.478,pplu,218
84.31,-0.897355,406.682,pplu,218
84.45,-0.780719,406.863,pplu,218
84.78,-1.1693,406.928,pplu,218
84.97,-1.0694,407.19,pplu,218
85.02,-0.882573,407.563,pplu,218
85.32,-0.618558,407.821,pplu,218
85.57,-0.688444,408.008,pplu,218
85.61,-0.509516,408.321,pplu,218
85.86,-1.17901,408.852,pplu,218
86.22,-0.734939,409.374,pplu,218
86.37,-0.194994,409.633,pplu,218
86.42,-0.554537,409.714,pplu,218
86.54,-0.639771,409.901,pplu,218
86.8,-0.384299,410.178,pplu,218
87.04,-0.52171,410.323,pplu,218
87.14,0.197663,410.656,pplu,218
87.26,-0.442176,410.69,pplu,218
87.54,-0.365968,410.874,pplu,218
87.75,-0.194083,411.254,pplu,218
88.11,-0.673646,411.392,pplu,218
88.53,0.479359,411.734,pplu,218
88.63,0.0856165,411.81,pplu,218
88.92,0.282406,411.893,pplu,218
89.08,0.00128838,411.881,pplu,218
89.18,0.365362,411.975,pplu,218
