temperature,gene,gfp_conc_mgml,buffer,unfolding_ratio,unfolding_ratio_deriv,unfolding_scatter,unfolding_scatter_deriv,refolding_ratio,refolding_ratio_deriv,refolding_scatter,refolding_scatter_deriv
87.406,pplu,1,im25mM_h2o,0.632,-0.001591,104.614,8.273846,0.642,0.000625,140.625,0.027182
87.46,pplu,1,im25mM_h2o,0.634,-0.001604,105.249,8.41606,0.641,0.000627,140.795,0.028091
87.513,pplu,1,im25mM_h2o,0.636,-0.001617,105.59,8.558856,0.64,0.000628,140.813,0.029002
87.567,pplu,1,im25mM_h2o,0.634,-0.001631,105.84,8.702105,0.641,0.000629,140.752,0.029914
87.621,pplu,1,im25mM_h2o,0.636,-0.001644,106.353,8.845671,0.644,0.000631,140.73,0.030824
87.675,pplu,1,im25mM_h2o,0.633,-0.001657,106.51,8.98941,0.641,0.000632,140.704,0.03173
87.729,pplu,1,im25mM_h2o,0.632,-0.00167,107.158,9.133178,0.64,0.000633,140.867,0.03263
87.783,pplu,1,im25mM_h2o,0.634,-0.001682,107.82,9.276827,0.643,0.000634,140.957,0.033523
87.837,pplu,1,im25mM_h2o,0.635,-0.001695,108.104,9.420203,0.642,0.000636,140.939,0.034408
87.891,pplu,1,im25mM_h2o,0.635,-0.001708,108.743,9.56315,0.641,0.000637,140.862,0.035283
87.945,pplu,1,im25mM_h2o,0.631,-0.00172,109.392,9.705511,0.641,0.000638,140.809,0.036146
87.999,pplu,1,im25mM_h2o,0.635,-0.001733,109.944,9.847121,0.641,0.000639,140.961,0.036997
88.053,pplu,1,im25mM_h2o,0.632,-0.001745,110.091,9.987817,0.642,0.00064,141.024,0.037834
88.107,pplu,1,im25mM_h2o,0.632,-0.001758,110.629,10.127429,0.64,0.000642,140.873,0.038656
88.161,pplu,1,im25mM_h2o,0.631,-0.00177,111.53,10.265794,0.639,0.000643,140.968,0.039463
88.214,pplu,1,im25mM_h2o,0.628,-0.001782,111.85,10.402747,0.642,0.000644,140.997,0.040254
88.268,pplu,1,im25mM_h2o,0.631,-0.001794,112.587,10.538123,0.645,0.000645,140.883,0.041028
88.322,pplu,1,im25mM_h2o,0.634,-0.001806,113.432,10.671772,0.646,0.000646,140.892,0.041786
88.376,pplu,1,im25mM_h2o,0.633,-0.001817,113.827,10.803541,0.644,0.000647,140.989,0.042527
88.43,pplu,1,im25mM_h2o,0.633,-0.001829,114.406,10.933287,0.643,0.000648,141.158,0.043251
88.484,pplu,1,im25mM_h2o,0.631,-0.00184,115.155,11.060877,0.642,0.000649,141.246,0.043958
88.538,pplu,1,im25mM_h2o,0.63,-0.001852,115.723,11.186186,0.641,0.00065,141.096,0.044648
88.592,pplu,1,im25mM_h2o,0.628,-0.001863,116.527,11.3091,0.643,0.000651,140.959,0.045322
88.646,pplu,1,im25mM_h2o,0.628,-0.001874,117.038,11.429518,0.642,0.000652,141.074,0.045979
88.7,pplu,1,im25mM_h2o,0.629,-0.001885,117.547,11.547352,0.645,0.000653,141.028,0.046621
88.754,pplu,1,im25mM_h2o,0.629,-0.001896,118.188,11.662524,0.646,0.000654,140.772,0.047247
88.808,pplu,1,im25mM_h2o,0.628,-0.001906,118.933,11.774968,0.644,0.000655,140.759,0.047859
88.862,pplu,1,im25mM_h2o,0.628,-0.001917,119.594,11.884625,0.644,0.000656,141.03,0.048456
88.916,pplu,1,im25mM_h2o,0.63,-0.001927,120.125,11.991443,0.643,0.000656,141.175,0.049039
88.969,pplu,1,im25mM_h2o,0.633,-0.001937,120.732,12.095376,0.644,0.000657,141.033,0.04961
89.023,pplu,1,im25mM_h2o,0.633,-0.001947,121.725,12.196367,0.641,0.000658,141.002,0.050168
89.077,pplu,1,im25mM_h2o,0.631,-0.001957,122.472,12.294378,0.645,0.000658,141.152,0.050715
89.131,pplu,1,im25mM_h2o,0.63,-0.001966,123.017,12.389356,0.644,0.000659,140.889,0.051252
89.185,pplu,1,im25mM_h2o,0.629,-0.001976,123.801,12.481227,0.646,0.000659,141.041,0.051779
89.239,pplu,1,im25mM_h2o,0.629,-0.001985,124.726,12.569934,0.644,0.00066,140.955,0.052297
89.293,pplu,1,im25mM_h2o,0.63,-0.001994,125.43,12.655395,0.644,0.00066,140.715,0.052808
89.347,pplu,1,im25mM_h2o,0.629,-0.002003,126.163,12.737504,0.642,0.00066,140.941,0.053311
89.401,pplu,1,im25mM_h2o,0.627,-0.002011,126.906,12.816167,0.64,0.00066,141.143,0.053809
89.455,pplu,1,im25mM_h2o,0.629,-0.00202,127.516,12.891258,0.643,0.00066,140.901,0.054301
89.509,pplu,1,im25mM_h2o,0.627,-0.002028,128.344,12.962625,0.642,0.00066,140.842,0.054789
89.563,pplu,1,im25mM_h2o,0.625,-0.002036,129.206,13.030123,0.643,0.00066,140.913,0.055273
89.617,pplu,1,im25mM_h2o,0.63,-0.002044,129.971,13.093572,0.643,0.00066,140.836,0.055754
89.67,pplu,1,im25mM_h2o,0.628,-0.002051,130.887,13.152778,0.645,0.00066,140.995,0.056233
89.724,pplu,1,im25mM_h2o,0.626,-0.002058,131.773,13.20753,0.644,0.00066,141.114,0.056709
89.778,pplu,1,im25mM_h2o,0.627,-0.002065,132.503,13.257599,0.641,0.00066,140.902,0.057184
89.832,pplu,1,im25mM_h2o,0.625,-0.002072,133.338,13.302739,0.643,0.000659,140.933,0.057658
89.886,pplu,1,im25mM_h2o,0.626,-0.002079,134.043,13.342689,0.643,0.000659,141.119,0.058131
89.94,pplu,1,im25mM_h2o,0.622,-0.002085,134.843,13.377177,0.642,0.000658,141.086,0.058604
89.994,pplu,1,im25mM_h2o,0.625,-0.002091,135.363,13.405913,0.644,0.000658,141.415,0.059078
90.048,pplu,1,im25mM_h2o,0.624,-0.002097,136.791,13.428604,0.644,0.000657,141.371,0.059554
90.102,pplu,1,im25mM_h2o,0.622,-0.002102,137.668,13.444941,0.641,0.000656,141.058,0.060032
90.156,pplu,1,im25mM_h2o,0.623,-0.002108,138.291,13.454617,0.645,0.000655,141.22,0.060512
90.21,pplu,1,im25mM_h2o,0.625,-0.002113,139.256,13.457324,0.646,0.000654,140.955,0.060997
90.264,pplu,1,im25mM_h2o,0.622,-0.002117,139.993,13.452733,0.641,0.000653,140.914,0.061485
90.318,pplu,1,im25mM_h2o,0.621,-0.002122,140.638,13.440566,0.644,0.000652,141.251,0.061978
90.371,pplu,1,im25mM_h2o,0.625,-0.002126,141.487,13.420532,0.643,0.000651,141.271,0.062476
90.425,pplu,1,im25mM_h2o,0.622,-0.00213,142.328,13.392334,0.648,0.000649,141.421,0.06298
90.479,pplu,1,im25mM_h2o,0.624,-0.002133,143.009,13.35574,0.642,0.000648,141.036,0.063489
90.533,pplu,1,im25mM_h2o,0.623,-0.002137,143.575,13.310513,0.643,0.000647,141.038,0.064005
90.587,pplu,1,im25mM_h2o,0.622,-0.00214,144.634,13.256421,0.645,0.000645,141.023,0.064526
90.641,pplu,1,im25mM_h2o,0.623,-0.002143,145.3,13.193308,0.638,0.000643,140.618,0.065054
90.695,pplu,1,im25mM_h2o,0.625,-0.002145,146.156,13.121024,0.644,0.000641,140.83,0.065587
90.749,pplu,1,im25mM_h2o,0.626,-0.002147,146.879,13.039428,0.644,0.000639,141.513,0.066125
90.803,pplu,1,im25mM_h2o,0.621,-0.002149,147.874,12.94847,0.643,0.000637,141.21,0.066668
90.857,pplu,1,im25mM_h2o,0.622,-0.002151,148.469,12.8481,0.642,0.000635,140.924,0.067217
90.911,pplu,1,im25mM_h2o,0.62,-0.002152,149.296,12.738321,0.644,0.000633,140.91,0.067769
90.965,pplu,1,im25mM_h2o,0.618,-0.002153,149.879,12.619169,0.646,0.000631,140.77,0.068326
91.019,pplu,1,im25mM_h2o,0.625,-0.002154,150.88,12.490721,0.644,0.000628,140.957,0.068888
91.072,pplu,1,im25mM_h2o,0.623,-0.002154,151.378,12.353092,0.644,0.000626,141.131,0.069453
91.126,pplu,1,im25mM_h2o,0.621,-0.002154,152.297,12.206432,0.645,0.000623,141.028,0.070022
91.18,pplu,1,im25mM_h2o,0.624,-0.002154,152.87,12.05093,0.643,0.000621,141.154,0.070594
91.234,pplu,1,im25mM_h2o,0.622,-0.002153,153.897,11.886811,0.643,0.000618,141.312,0.07117
91.288,pplu,1,im25mM_h2o,0.622,-0.002152,154.591,11.714331,0.642,0.000615,141.094,0.071748
91.342,pplu,1,im25mM_h2o,0.622,-0.002151,155.113,11.533776,0.647,0.000612,140.993,0.07233
91.396,pplu,1,im25mM_h2o,0.622,-0.00215,155.496,11.345463,0.648,0.000609,140.897,0.072915
91.45,pplu,1,im25mM_h2o,0.627,-0.002148,156.753,11.149738,0.644,0.000606,140.873,0.073503
91.504,pplu,1,im25mM_h2o,0.625,-0.002146,157.244,10.946927,0.643,0.000603,141.048,0.074092
91.558,pplu,1,im25mM_h2o,0.625,-0.002143,157.984,10.737431,0.644,0.0006,140.948,0.074684
91.612,pplu,1,im25mM_h2o,0.622,-0.00214,158.935,10.521634,0.644,0.000597,141.114,0.075276
91.666,pplu,1,im25mM_h2o,0.624,-0.002137,159.405,10.299895,0.644,0.000594,141.087,0.075868
91.72,pplu,1,im25mM_h2o,0.62,-0.002133,160.152,10.072639,0.645,0.000591,140.933,0.07646
91.774,pplu,1,im25mM_h2o,0.623,-0.00213,160.785,9.840258,0.647,0.000587,140.935,0.077051
91.827,pplu,1,im25mM_h2o,0.623,-0.002125,161.672,9.603124,0.646,0.000584,140.894,0.077638
91.881,pplu,1,im25mM_h2o,0.623,-0.002121,162.586,9.361652,0.645,0.000581,140.973,0.078221
91.935,pplu,1,im25mM_h2o,0.621,-0.002116,163.094,9.116224,0.646,0.000577,140.994,0.078799
91.989,pplu,1,im25mM_h2o,0.621,-0.00211,163.819,8.867199,0.646,0.000574,140.987,0.07937
92.043,pplu,1,im25mM_h2o,0.622,-0.002105,164.362,8.614967,0.647,0.000571,141.091,0.079933
92.097,pplu,1,im25mM_h2o,0.621,-0.002099,165.466,8.359879,0.647,0.000567,141.098,0.080486
92.151,pplu,1,im25mM_h2o,0.621,-0.002092,166.105,8.102281,0.646,0.000564,141.07,0.081029
92.205,pplu,1,im25mM_h2o,0.623,-0.002085,166.49,7.842506,0.645,0.00056,141.147,0.08156
92.259,pplu,1,im25mM_h2o,0.62,-0.002078,167.137,7.580876,0.644,0.000557,141,0.082077
92.313,pplu,1,im25mM_h2o,0.623,-0.002071,167.901,7.317696,0.642,0.000553,141.187,0.08258
92.367,pplu,1,im25mM_h2o,0.621,-0.002063,168.239,7.053262,0.643,0.00055,141.322,0.083068
92.421,pplu,1,im25mM_h2o,0.619,-0.002055,169.101,6.787851,0.647,0.000546,141.219,0.083539
92.475,pplu,1,im25mM_h2o,0.617,-0.002046,169.441,6.52173,0.645,0.000543,141.047,0.083993
92.528,pplu,1,im25mM_h2o,0.623,-0.002037,169.833,6.25515,0.644,0.00054,141.146,0.084429
92.582,pplu,1,im25mM_h2o,0.626,-0.002028,170.239,5.988343,0.644,0.000536,141.469,0.084847
92.636,pplu,1,im25mM_h2o,0.622,-0.002018,170.736,5.721539,0.646,0.000533,141.144,0.085245
92.69,pplu,1,im25mM_h2o,0.619,-0.002009,170.968,5.45495,0.647,0.00053,141.195,0.085623
92.744,pplu,1,im25mM_h2o,0.621,-0.001998,171.326,5.188778,0.646,0.000526,141.497,0.08598
92.798,pplu,1,im25mM_h2o,0.622,-0.001988,171.775,4.923218,0.645,0.000523,141.629,0.086317
92.852,pplu,1,im25mM_h2o,0.622,-0.001977,172.143,4.658458,0.645,0.00052,141.121,0.086632
92.906,pplu,1,im25mM_h2o,0.622,-0.001965,172.32,4.394686,0.646,0.000517,141.185,0.086926
92.96,pplu,1,im25mM_h2o,0.622,-0.001953,172.386,4.132082,0.646,0.000514,141.196,0.087197
93.014,pplu,1,im25mM_h2o,0.62,-0.001941,172.469,3.870831,0.644,0.000511,141.248,0.087447
93.068,pplu,1,im25mM_h2o,0.619,-0.001929,172.592,3.611126,0.645,0.000508,141.194,0.087674
93.122,pplu,1,im25mM_h2o,0.62,-0.001916,172.619,3.353144,0.646,0.000506,141.293,0.087879
93.176,pplu,1,im25mM_h2o,0.618,-0.001903,172.574,3.097074,0.647,0.000503,141.191,0.088062
93.229,pplu,1,im25mM_h2o,0.618,-0.00189,172.399,2.843123,0.648,0.000501,141.312,0.088224
93.283,pplu,1,im25mM_h2o,0.617,-0.001876,172.246,2.59148,0.645,0.000499,141.231,0.088364
93.337,pplu,1,im25mM_h2o,0.619,-0.001862,172.231,2.342357,0.644,0.000496,141.245,0.088485
93.391,pplu,1,im25mM_h2o,0.618,-0.001847,171.673,2.095968,0.649,0.000494,141.154,0.088586
93.445,pplu,1,im25mM_h2o,0.618,-0.001833,171.707,1.852529,0.65,0.000492,141.107,0.088668
93.499,pplu,1,im25mM_h2o,0.62,-0.001817,171.861,1.612262,0.646,0.000491,141.162,0.088732
93.553,pplu,1,im25mM_h2o,0.615,-0.001802,171.729,1.375394,0.648,0.000489,141.356,0.08878
93.607,pplu,1,im25mM_h2o,0.615,-0.001786,171.675,1.142157,0.647,0.000487,141.378,0.088813
93.661,pplu,1,im25mM_h2o,0.615,-0.00177,171.454,0.912791,0.646,0.000486,141.472,0.088832
93.715,pplu,1,im25mM_h2o,0.619,-0.001754,170.771,0.687542,0.645,0.000484,141.378,0.088838
93.769,pplu,1,im25mM_h2o,0.618,-0.001737,170.777,0.466661,0.645,0.000483,141.263,0.088834
93.823,pplu,1,im25mM_h2o,0.618,-0.00172,170.23,0.25044,0.647,0.000482,141.261,0.088821
93.877,pplu,1,im25mM_h2o,0.618,-0.001702,170.038,0.039128,0.643,0.000481,141.274,0.088801
93.93,pplu,1,im25mM_h2o,0.622,-0.001685,170.006,-0.166986,0.65,0.00048,141.466,0.088775
93.984,pplu,1,im25mM_h2o,0.615,-0.001667,169.888,-0.367585,0.648,0.00048,141.489,0.088746
94.038,pplu,1,im25mM_h2o,0.616,-0.001648,169.579,-0.562402,0.644,0.000479,141.393,0.088715
94.092,pplu,1,im25mM_h2o,0.617,-0.00163,169.463,-0.751142,0.643,0.000478,141.446,0.088685
94.146,pplu,1,im25mM_h2o,0.62,-0.001611,169.135,-0.933482,0.646,0.000478,141.489,0.088659
94.2,pplu,1,im25mM_h2o,0.616,-0.001592,169.006,-1.109169,0.647,0.000477,141.266,0.088639
94.254,pplu,1,im25mM_h2o,0.618,-0.001572,168.824,-1.277927,0.646,0.000477,141.696,0.088627
94.308,pplu,1,im25mM_h2o,0.617,-0.001553,168.752,-1.439466,0.648,0.000477,141.619,0.088626
94.362,pplu,1,im25mM_h2o,0.617,-0.001533,168.42,-1.593577,0.646,0.000476,141.461,0.088641
94.416,pplu,1,im25mM_h2o,0.617,-0.001512,168.487,-1.740043,0.643,0.000476,141.616,0.088672
94.47,pplu,1,im25mM_h2o,0.619,-0.001492,168.222,-1.878652,0.644,0.000476,141.553,0.088725
94.524,pplu,1,im25mM_h2o,0.617,-0.001471,167.993,-2.009288,0.648,0.000476,141.492,0.088801
94.578,pplu,1,im25mM_h2o,0.616,-0.00145,167.663,-2.131829,0.645,0.000476,141.869,0.088905
94.632,pplu,1,im25mM_h2o,0.613,-0.001428,167.609,-2.246208,0.643,0.000476,141.639,0.089038
94.685,pplu,1,im25mM_h2o,0.616,-0.001407,167.235,-2.352396,0.649,0.000476,141.828,0.089204
94.739,pplu,1,im25mM_h2o,0.616,-0.001385,166.995,-2.450405,0.644,0.000476,141.665,0.089404
94.793,pplu,1,im25mM_h2o,0.613,-0.001363,166.749,-2.540286,0.645,0.000476,141.691,0.089642
94.847,pplu,1,im25mM_h2o,0.617,-0.001341,166.639,-2.622128,0.647,0.000476,141.58,0.089917
94.901,pplu,1,im25mM_h2o,0.613,-0.001318,166.212,-2.696058,0.646,0.000476,141.552,0.090233
94.955,pplu,1,im25mM_h2o,0.616,-0.001295,165.859,-2.762239,0.643,0.000476,141.378,0.090591
95.009,pplu,1,im25mM_h2o,0.614,-0.001272,165.682,-2.82087,0.647,0.000476,140.837,0.090993
95.063,pplu,1,im25mM_h2o,0.612,-0.001249,165.638,-2.872158,0.646,0.000476,140.961,0.091438
95.117,pplu,1,im25mM_h2o,0.612,-0.001226,165.231,-2.916376,0.647,0.000477,141.132,0.091928
95.171,pplu,1,im25mM_h2o,0.612,-0.001202,164.984,-2.9538,0.647,0.000477,141.348,0.092464
95.225,pplu,1,im25mM_h2o,0.615,-0.001178,164.89,-2.984711,0.648,0.000477,141.589,0.093046
95.279,pplu,1,im25mM_h2o,0.616,-0.001154,164.79,-3.009446,0.646,0.000477,141.571,0.093674
95.333,pplu,1,im25mM_h2o,0.614,-0.00113,164.696,-3.028331,0.645,0.000478,141.427,0.094348
95.386,pplu,1,im25mM_h2o,0.611,-0.001106,164.486,-3.041693,0.644,0.000478,141.368,0.095068
95.44,pplu,1,im25mM_h2o,0.612,-0.001082,164.153,-3.049891,0.645,0.000478,141.197,0.095832
95.494,pplu,1,im25mM_h2o,0.613,-0.001057,163.855,-3.053275,0.646,0.000478,141.243,0.09664
95.548,pplu,1,im25mM_h2o,0.613,-0.001032,163.612,-3.05219,0.649,0.000479,141.343,0.09749
95.602,pplu,1,im25mM_h2o,0.613,-0.001007,163.337,-3.047002,0.647,0.000479,141.248,0.098383
95.656,pplu,1,im25mM_h2o,0.613,-0.000982,163.283,-3.038058,0.646,0.000479,141.217,0.099316
95.71,pplu,1,im25mM_h2o,0.611,-0.000957,163.364,-3.025705,0.65,0.000479,141.335,0.100288
95.764,pplu,1,im25mM_h2o,0.611,-0.000932,163.088,-3.01028,0.649,0.000479,141.284,0.101297
95.818,pplu,1,im25mM_h2o,0.611,-0.000906,162.756,-2.992109,0.647,0.000479,141.25,0.102343
95.872,pplu,1,im25mM_h2o,0.61,-0.000881,162.457,-2.971504,0.646,0.000479,141.374,0.103423
95.926,pplu,1,im25mM_h2o,0.609,-0.000855,162.26,-2.948759,0.648,0.000479,141.395,0.104536
95.98,pplu,1,im25mM_h2o,0.61,-0.000829,162.186,-2.924149,0.648,0.000479,141.364,0.105679
96.034,pplu,1,im25mM_h2o,0.611,-0.000804,162.266,-2.897934,0.647,0.000479,141.269,0.10685
96.087,pplu,1,im25mM_h2o,0.61,-0.000778,162.071,-2.870352,0.646,0.000479,141.257,0.108048
96.141,pplu,1,im25mM_h2o,0.608,-0.000752,161.9,-2.841624,0.647,0.000478,141.355,0.109271
96.195,pplu,1,im25mM_h2o,0.608,-0.000726,161.998,-2.81195,0.645,0.000478,141.322,0.110517
96.249,pplu,1,im25mM_h2o,0.609,-0.0007,161.958,-2.781512,0.646,0.000477,141.365,0.111783
96.303,pplu,1,im25mM_h2o,0.61,-0.000674,161.867,-2.750476,0.644,0.000477,141.336,0.113069
96.357,pplu,1,im25mM_h2o,0.61,-0.000647,161.634,-2.718986,0.647,0.000476,141.322,0.114374
96.411,pplu,1,im25mM_h2o,0.612,-0.000621,161.232,-2.687171,0.645,0.000475,141.505,0.115695
96.465,pplu,1,im25mM_h2o,0.611,-0.000595,160.969,-2.65514,0.647,0.000474,141.559,0.117034
96.519,pplu,1,im25mM_h2o,0.61,-0.000569,160.522,-2.622987,0.648,0.000473,141.648,0.118388
96.573,pplu,1,im25mM_h2o,0.612,-0.000543,160.46,-2.590791,0.646,0.000472,141.497,0.119757
96.627,pplu,1,im25mM_h2o,0.613,-0.000516,160.684,-2.558618,0.645,0.00047,141.705,0.12114
96.681,pplu,1,im25mM_h2o,0.61,-0.00049,160.596,-2.526522,0.644,0.000469,141.616,0.122538
96.735,pplu,1,im25mM_h2o,0.61,-0.000463,160.556,-2.494549,0.65,0.000467,141.583,0.12395
96.788,pplu,1,im25mM_h2o,0.612,-0.000437,160.305,-2.462737,0.647,0.000466,141.845,0.125375
96.842,pplu,1,im25mM_h2o,0.609,-0.000411,159.758,-2.43112,0.644,0.000464,141.764,0.126813
96.896,pplu,1,im25mM_h2o,0.609,-0.000384,159.687,-2.399725,0.644,0.000462,141.72,0.128265
96.95,pplu,1,im25mM_h2o,0.609,-0.000358,159.767,-2.368581,0.644,0.00046,141.723,0.12973
97.004,pplu,1,im25mM_h2o,0.613,-0.000332,159.611,-2.337712,0.648,0.000458,141.625,0.131207
97.058,pplu,1,im25mM_h2o,0.613,-0.000305,159.644,-2.307143,0.648,0.000455,141.556,0.132697
97.112,pplu,1,im25mM_h2o,0.608,-0.000279,159.617,-2.276898,0.647,0.000453,141.712,0.1342
97.166,pplu,1,im25mM_h2o,0.61,-0.000252,159.844,-2.247005,0.646,0.00045,141.679,0.135714
97.22,pplu,1,im25mM_h2o,0.609,-0.000226,159.812,-2.217491,0.646,0.000448,141.509,0.137241
97.274,pplu,1,im25mM_h2o,0.61,-0.0002,159.697,-2.188384,0.645,0.000445,141.482,0.138779
97.328,pplu,1,im25mM_h2o,0.609,-0.000173,159.495,-2.159714,0.646,0.000442,141.692,0.140329
97.382,pplu,1,im25mM_h2o,0.608,-0.000147,159.215,-2.13151,0.647,0.000439,141.777,0.141889
97.436,pplu,1,im25mM_h2o,0.609,-0.00012,159.382,-2.103797,0.648,0.000436,141.507,0.143461
97.49,pplu,1,im25mM_h2o,0.607,-9.40E-05,159.142,-2.076594,0.65,0.000433,141.718,0.145042
97.543,pplu,1,im25mM_h2o,0.61,-6.80E-05,159.059,-2.049922,0.651,0.000429,141.769,0.146633
97.597,pplu,1,im25mM_h2o,0.611,-4.10E-05,159.117,-2.023788,0.648,0.000426,141.802,0.148231
97.651,pplu,1,im25mM_h2o,0.611,-1.50E-05,158.728,-1.9982,0.649,0.000422,141.576,0.149838
97.705,pplu,1,im25mM_h2o,0.606,1.10E-05,158.872,-1.973164,0.649,0.000419,141.424,0.15145
97.759,pplu,1,im25mM_h2o,0.605,3.80E-05,158.904,-1.948675,0.651,0.000415,141.626,0.153069
97.813,pplu,1,im25mM_h2o,0.608,6.40E-05,158.412,-1.92473,0.65,0.000411,141.808,0.154692
97.867,pplu,1,im25mM_h2o,0.61,9.00E-05,158.335,-1.901323,0.648,0.000407,141.677,0.156318
97.921,pplu,1,im25mM_h2o,0.609,0.000117,158.235,-1.878441,0.651,0.000402,141.695,0.157947
97.975,pplu,1,im25mM_h2o,0.611,0.000143,158.047,-1.856071,0.646,0.000398,141.877,0.159577
98.029,pplu,1,im25mM_h2o,0.607,0.000169,157.988,-1.834203,0.647,0.000394,141.793,0.161207
98.083,pplu,1,im25mM_h2o,0.606,0.000195,157.916,-1.812825,0.649,0.000389,141.617,0.162836
98.137,pplu,1,im25mM_h2o,0.605,0.000222,157.895,-1.791926,0.648,0.000385,141.696,0.164462
98.191,pplu,1,im25mM_h2o,0.608,0.000248,157.785,-1.7715,0.65,0.00038,141.981,0.166084
98.244,pplu,1,im25mM_h2o,0.609,0.000274,157.627,-1.751539,0.647,0.000375,141.975,0.167701
98.298,pplu,1,im25mM_h2o,0.613,0.0003,157.747,-1.732033,0.646,0.00037,141.591,0.169312
98.352,pplu,1,im25mM_h2o,0.608,0.000326,157.61,-1.712975,0.65,0.000365,141.836,0.170914
98.406,pplu,1,im25mM_h2o,0.613,0.000353,157.254,-1.694354,0.648,0.00036,141.949,0.172508
98.46,pplu,1,im25mM_h2o,0.608,0.000379,157.358,-1.67616,0.646,0.000355,141.815,0.174092
98.514,pplu,1,im25mM_h2o,0.611,0.000405,157.057,-1.658383,0.649,0.00035,142.065,0.175665
98.568,pplu,1,im25mM_h2o,0.613,0.000431,157.284,-1.641008,0.646,0.000344,142.241,0.177226
98.622,pplu,1,im25mM_h2o,0.612,0.000457,157.103,-1.624023,0.647,0.000339,142.048,0.178774
98.676,pplu,1,im25mM_h2o,0.607,0.000483,156.859,-1.607414,0.649,0.000334,141.954,0.180308
98.73,pplu,1,im25mM_h2o,0.607,0.000509,156.891,-1.591169,0.648,0.000328,141.902,0.181828
98.784,pplu,1,im25mM_h2o,0.611,0.000535,157.101,-1.575278,0.65,0.000323,141.918,0.183332
98.838,pplu,1,im25mM_h2o,0.607,0.000562,156.995,-1.559732,0.653,0.000317,142.1,0.18482
98.892,pplu,1,im25mM_h2o,0.611,0.000588,156.883,-1.544522,0.651,0.000312,142.051,0.186291
98.945,pplu,1,im25mM_h2o,0.61,0.000614,156.82,-1.529639,0.65,0.000306,142.118,0.187743
98.999,pplu,1,im25mM_h2o,0.61,0.00064,156.41,-1.515073,0.649,0.000301,142.175,0.189177
99.053,pplu,1,im25mM_h2o,0.607,0.000666,156.415,-1.500811,0.648,0.000295,141.832,0.19059
99.107,pplu,1,im25mM_h2o,0.606,0.000692,156.465,-1.486839,0.649,0.00029,141.698,0.191983
99.161,pplu,1,im25mM_h2o,0.611,0.000718,156.157,-1.473135,0.65,0.000284,141.675,0.193354
99.215,pplu,1,im25mM_h2o,0.61,0.000744,155.971,-1.459674,0.652,0.000279,141.706,0.194702
99.269,pplu,1,im25mM_h2o,0.61,0.00077,156.205,-1.446423,0.652,0.000273,141.834,0.196027
99.323,pplu,1,im25mM_h2o,0.613,0.000796,156.096,-1.43335,0.647,0.000268,141.835,0.197329
99.377,pplu,1,im25mM_h2o,0.613,0.000822,155.92,-1.420418,0.647,0.000262,141.812,0.198607
99.431,pplu,1,im25mM_h2o,0.61,0.000848,155.724,-1.407591,0.649,0.000257,141.983,0.199862
99.485,pplu,1,im25mM_h2o,0.61,0.000874,155.503,-1.394831,0.649,0.000251,142.071,0.201093
99.539,pplu,1,im25mM_h2o,0.612,0.0009,155.597,-1.382095,0.649,0.000246,141.926,0.2023
99.593,pplu,1,im25mM_h2o,0.611,0.000926,155.564,-1.36934,0.648,0.000241,142.021,0.203484
99.646,pplu,1,im25mM_h2o,0.61,0.000951,155.505,-1.356522,0.649,0.000236,142.195,0.204645
99.7,pplu,1,im25mM_h2o,0.61,0.000977,155.343,-1.343605,0.65,0.00023,142.044,0.205783
99.754,pplu,1,im25mM_h2o,0.612,0.001003,155.077,-1.330559,0.65,0.000225,141.965,0.2069
99.808,pplu,1,im25mM_h2o,0.613,0.001028,155.027,-1.317365,0.648,0.00022,142.124,0.207996
99.862,pplu,1,im25mM_h2o,0.608,0.001054,154.989,-1.304017,0.648,0.000215,141.987,0.209071
99.916,pplu,1,im25mM_h2o,0.607,0.001079,155.035,-1.29052,0.65,0.00021,141.953,0.210127
99.97,pplu,1,im25mM_h2o,0.612,0.001104,154.901,-1.276891,0.648,0.000205,141.918,0.211165
100.024,pplu,1,im25mM_h2o,0.612,0.001129,154.918,-1.263156,0.648,0.000201,141.917,0.212185
100.078,pplu,1,im25mM_h2o,0.614,0.001154,154.909,-1.249346,0.648,0.000196,141.895,0.21319
100.132,pplu,1,im25mM_h2o,0.614,0.001179,154.856,-1.235498,0.65,0.000191,141.92,0.214178
100.186,pplu,1,im25mM_h2o,0.608,0.001204,154.715,-1.221651,0.649,0.000187,142.09,0.215152
100.24,pplu,1,im25mM_h2o,0.61,0.001228,154.578,-1.207849,0.65,0.000182,142.141,0.216112
100.294,pplu,1,im25mM_h2o,0.612,0.001253,154.473,-1.194134,0.649,0.000178,142.248,0.217059
100.348,pplu,1,im25mM_h2o,0.611,0.001277,154.483,-1.180553,0.645,0.000174,142.148,0.217993
100.401,pplu,1,im25mM_h2o,0.611,0.001301,154.553,-1.167152,0.646,0.00017,142.172,0.218914
100.455,pplu,1,im25mM_h2o,0.613,0.001324,154.578,-1.153975,0.645,0.000166,142.218,0.219823
100.509,pplu,1,im25mM_h2o,0.612,0.001348,154.603,-1.141062,0.646,0.000162,142.195,0.220721
100.563,pplu,1,im25mM_h2o,0.612,0.001371,154.42,-1.128442,0.644,0.000159,142.143,0.221606
100.617,pplu,1,im25mM_h2o,0.613,0.001394,154.267,-1.116137,0.648,0.000155,142.357,0.222481
